Year,GeoAreaName,Activity,Value
2009,Belgium,ISIC4_C10T32X19,16.34
2009,Belgium,TOTAL,97.11
2010,Belgium,ISIC4_C10T32X19,18.83
2010,Belgium,TOTAL,104.29
2011,Belgium,ISIC4_C10T32X19,17.34
2011,Belgium,TOTAL,93.73
2012,Belgium,TOTAL,92.63
2012,Belgium,ISIC4_C10T32X19,17.07
2005,Switzerland,TOTAL,44
2005,Switzerland,ISIC4_C10T32X19,5.44
2006,Switzerland,ISIC4_C10T32X19,5.85
2006,Switzerland,TOTAL,43.63
2007,Switzerland,TOTAL,41.66
2007,Switzerland,ISIC4_C10T32X19,5.71
2008,Switzerland,ISIC4_C10T32X19,5.73
2008,Switzerland,TOTAL,43.1
2009,Switzerland,TOTAL,41.82
2009,Switzerland,ISIC4_C10T32X19,5.2
2010,Switzerland,TOTAL,43.25
2010,Switzerland,ISIC4_C10T32X19,5.43
2011,Switzerland,TOTAL,39.27
2011,Switzerland,ISIC4_C10T32X19,5.13
2012,Switzerland,ISIC4_C10T32X19,5.15
2012,Switzerland,TOTAL,40.71
2013,Switzerland,TOTAL,41.7
2013,Switzerland,ISIC4_C10T32X19,5.2
2014,Switzerland,ISIC4_C10T32X19,5.12
2014,Switzerland,TOTAL,37.91
2015,Switzerland,TOTAL,37.38
2015,Switzerland,ISIC4_C10T32X19,4.89
2016,Switzerland,ISIC4_C10T32X19,5
2016,Switzerland,TOTAL,37.9
2017,Switzerland,TOTAL,36.94
2017,Switzerland,ISIC4_C10T32X19,4.92
2018,Switzerland,ISIC4_C10T32X19,4.76
2018,Switzerland,TOTAL,35.74
2019,Switzerland,TOTAL,35.64
2019,Switzerland,ISIC4_C10T32X19,4.7
2020,Switzerland,ISIC4_C10T32X19,4.57
2020,Switzerland,TOTAL,33.24
2000,Tajikistan,TOTAL,2.18
2013,Belgium,ISIC4_C10T32X19,18.55
2013,Belgium,TOTAL,94.01
2014,Belgium,TOTAL,87.72
2014,Belgium,ISIC4_C10T32X19,18.72
2015,Belgium,ISIC4_C10T32X19,18.28
2015,Belgium,TOTAL,92.75
2016,Belgium,TOTAL,91.74
2016,Belgium,ISIC4_C10T32X19,18.93
2017,Belgium,ISIC4_C10T32X19,18.11
2017,Belgium,TOTAL,90.3
2018,Belgium,TOTAL,90.99
2016,Kosovo,ISIC4_C10T32X19,0.61
2016,Kosovo,TOTAL,9.1
2017,Kosovo,TOTAL,8.15
2017,Kosovo,ISIC4_C10T32X19,0.74
2018,Kosovo,ISIC4_C10T32X19,0.63
2018,Kosovo,TOTAL,8.26
2019,Kosovo,ISIC4_C10T32X19,0.69
2019,Kosovo,TOTAL,8.61
2020,Kosovo,ISIC4_C10T32X19,0.69
2020,Kosovo,TOTAL,8.71
2000,Kyrgyzstan,TOTAL,4.45
2000,Tajikistan,ISIC4_C10T32X19,0
2001,Tajikistan,ISIC4_C10T32X19,0
2001,Tajikistan,TOTAL,2.12
2002,Tajikistan,TOTAL,2.09
2002,Tajikistan,ISIC4_C10T32X19,0
2003,Tajikistan,ISIC4_C10T32X19,0
2003,Tajikistan,TOTAL,2.09
2004,Tajikistan,TOTAL,2.5
2004,Tajikistan,ISIC4_C10T32X19,0
2005,Tajikistan,ISIC4_C10T32X19,0
2005,Tajikistan,TOTAL,2.35
2006,Tajikistan,TOTAL,2.55
2006,Tajikistan,ISIC4_C10T32X19,0
2007,Tajikistan,ISIC4_C10T32X19,0
2007,Tajikistan,TOTAL,3.12
2008,Tajikistan,TOTAL,2.95
2008,Tajikistan,ISIC4_C10T32X19,0
2009,Tajikistan,ISIC4_C10T32X19,0
2009,Tajikistan,TOTAL,2.31
2010,Tajikistan,TOTAL,2.3
2010,Tajikistan,ISIC4_C10T32X19,0
2011,Tajikistan,ISIC4_C10T32X19,0
2018,Belgium,ISIC4_C10T32X19,18.64
2019,Belgium,ISIC4_C10T32X19,17.75
2019,Belgium,TOTAL,90.17
2020,Belgium,TOTAL,82.73
2020,Belgium,ISIC4_C10T32X19,16.67
2000,Bosnia and Herzegovina,TOTAL,13.72
2000,Bosnia and Herzegovina,ISIC4_C10T32X19,1.5
2001,Bosnia and Herzegovina,ISIC4_C10T32X19,1.33
2001,Bosnia and Herzegovina,TOTAL,13.5
2002,Bosnia and Herzegovina,TOTAL,14.22
2002,Bosnia and Herzegovina,ISIC4_C10T32X19,1.49
2000,Kyrgyzstan,ISIC4_C10T32X19,0.84
2001,Kyrgyzstan,ISIC4_C10T32X19,0.62
2001,Kyrgyzstan,TOTAL,3.76
2002,Kyrgyzstan,TOTAL,4.74
2002,Kyrgyzstan,ISIC4_C10T32X19,1.49
2003,Kyrgyzstan,ISIC4_C10T32X19,1.68
2003,Kyrgyzstan,TOTAL,5.26
2004,Kyrgyzstan,TOTAL,5.19
2004,Kyrgyzstan,ISIC4_C10T32X19,1.59
2005,Kyrgyzstan,ISIC4_C10T32X19,0.72
2005,Kyrgyzstan,TOTAL,4.89
2011,Tajikistan,TOTAL,2.42
2012,Tajikistan,TOTAL,2.89
2012,Tajikistan,ISIC4_C10T32X19,0.1
2013,Tajikistan,TOTAL,3.01
2013,Tajikistan,ISIC4_C10T32X19,0.07
2014,Tajikistan,TOTAL,4.02
2014,Tajikistan,ISIC4_C10T32X19,0.05
2015,Tajikistan,ISIC4_C10T32X19,0.06
2015,Tajikistan,TOTAL,4.21
2016,Tajikistan,TOTAL,4.83
2016,Tajikistan,ISIC4_C10T32X19,0.74
2006,Kyrgyzstan,TOTAL,4.88
2006,Kyrgyzstan,ISIC4_C10T32X19,0.7
2007,Kyrgyzstan,TOTAL,5.96
2007,Kyrgyzstan,ISIC4_C10T32X19,0.94
2008,Kyrgyzstan,TOTAL,7.01
2008,Kyrgyzstan,ISIC4_C10T32X19,1.01
2009,Kyrgyzstan,TOTAL,6.52
2009,Kyrgyzstan,ISIC4_C10T32X19,0.39
2010,Kyrgyzstan,ISIC4_C10T32X19,0.6
2010,Kyrgyzstan,TOTAL,6.04
2011,Kyrgyzstan,TOTAL,7.21
2003,Bosnia and Herzegovina,ISIC4_C10T32X19,0.39
2003,Bosnia and Herzegovina,TOTAL,14.55
2004,Bosnia and Herzegovina,TOTAL,15.19
2004,Bosnia and Herzegovina,ISIC4_C10T32X19,0.81
2005,Bosnia and Herzegovina,ISIC4_C10T32X19,1.07
2005,Bosnia and Herzegovina,TOTAL,15.86
2006,Bosnia and Herzegovina,ISIC4_C10T32X19,1.13
2006,Bosnia and Herzegovina,TOTAL,17.46
2007,Bosnia and Herzegovina,ISIC4_C10T32X19,1.21
2007,Bosnia and Herzegovina,TOTAL,18.42
2008,Bosnia and Herzegovina,TOTAL,20.24
2017,Tajikistan,ISIC4_C10T32X19,1.17
2017,Tajikistan,TOTAL,5.24
2018,Tajikistan,TOTAL,6.22
2018,Tajikistan,ISIC4_C10T32X19,1.51
2019,Tajikistan,ISIC4_C10T32X19,1.49
2019,Tajikistan,TOTAL,6.91
2020,Tajikistan,TOTAL,7.26
2020,Tajikistan,ISIC4_C10T32X19,1.26
2000,Türkiye,TOTAL,201.22
2000,Türkiye,ISIC4_C10T32X19,57.93
2001,Türkiye,ISIC4_C10T32X19,42.34
2011,Kyrgyzstan,ISIC4_C10T32X19,0.55
2012,Kyrgyzstan,ISIC4_C10T32X19,1.48
2012,Kyrgyzstan,TOTAL,9.56
2013,Kyrgyzstan,TOTAL,8.72
2013,Kyrgyzstan,ISIC4_C10T32X19,0.68
2014,Kyrgyzstan,ISIC4_C10T32X19,1.26
2014,Kyrgyzstan,TOTAL,9.03
2015,Kyrgyzstan,TOTAL,9.58
2015,Kyrgyzstan,ISIC4_C10T32X19,1.65
2016,Kyrgyzstan,ISIC4_C10T32X19,0.77
2016,Kyrgyzstan,TOTAL,9.07
2001,Türkiye,TOTAL,182.68
2002,Türkiye,TOTAL,192.6
2002,Türkiye,ISIC4_C10T32X19,53
2003,Türkiye,ISIC4_C10T32X19,59.95
2003,Türkiye,TOTAL,203.14
2004,Türkiye,TOTAL,207.39
2004,Türkiye,ISIC4_C10T32X19,58.61
2005,Türkiye,ISIC4_C10T32X19,54.69
2005,Türkiye,TOTAL,215.88
2006,Türkiye,TOTAL,240.24
2006,Türkiye,ISIC4_C10T32X19,62.82
2007,Türkiye,ISIC4_C10T32X19,62.85
2007,Türkiye,TOTAL,266.19
2008,Türkiye,TOTAL,262.36
2008,Türkiye,ISIC4_C10T32X19,37.53
2009,Türkiye,TOTAL,261.27
2009,Türkiye,ISIC4_C10T32X19,41.59
2010,Türkiye,ISIC4_C10T32X19,48.28
2010,Türkiye,TOTAL,267.83
2011,Türkiye,TOTAL,287.19
2011,Türkiye,ISIC4_C10T32X19,51.05
2012,Türkiye,ISIC4_C10T32X19,53.14
2008,Bosnia and Herzegovina,ISIC4_C10T32X19,1.28
2009,Bosnia and Herzegovina,ISIC4_C10T32X19,1.36
2009,Bosnia and Herzegovina,TOTAL,20.21
2010,Bosnia and Herzegovina,TOTAL,20.48
2010,Bosnia and Herzegovina,ISIC4_C10T32X19,1.6
2011,Bosnia and Herzegovina,ISIC4_C10T32X19,1.78
2011,Bosnia and Herzegovina,TOTAL,23.4
2012,Bosnia and Herzegovina,TOTAL,21.65
2012,Bosnia and Herzegovina,ISIC4_C10T32X19,1.8
2013,Bosnia and Herzegovina,TOTAL,21.51
2013,Bosnia and Herzegovina,ISIC4_C10T32X19,2.11
2017,Kyrgyzstan,TOTAL,8.76
2017,Kyrgyzstan,ISIC4_C10T32X19,0.67
2018,Kyrgyzstan,ISIC4_C10T32X19,1.04
2018,Kyrgyzstan,TOTAL,10.39
2019,Kyrgyzstan,TOTAL,9.09
2019,Kyrgyzstan,ISIC4_C10T32X19,0.75
2020,Kyrgyzstan,ISIC4_C10T32X19,0.42
2020,Kyrgyzstan,TOTAL,8.19
2000,Latvia,TOTAL,6.84
2000,Latvia,ISIC4_C10T32X19,0.99
2001,Latvia,TOTAL,7.25
2012,Türkiye,TOTAL,298.43
2013,Türkiye,TOTAL,285.18
2013,Türkiye,ISIC4_C10T32X19,45.4
2014,Türkiye,TOTAL,307.17
2014,Türkiye,ISIC4_C10T32X19,47.11
2015,Türkiye,TOTAL,318.97
2015,Türkiye,ISIC4_C10T32X19,47.79
2016,Türkiye,ISIC4_C10T32X19,48.41
2016,Türkiye,TOTAL,338.87
2017,Türkiye,TOTAL,378.63
2017,Türkiye,ISIC4_C10T32X19,66.21
2001,Latvia,ISIC4_C10T32X19,0.96
2002,Latvia,TOTAL,7.24
2002,Latvia,ISIC4_C10T32X19,0.99
2003,Latvia,ISIC4_C10T32X19,1.04
2003,Latvia,TOTAL,7.46
2004,Latvia,TOTAL,7.48
2004,Latvia,ISIC4_C10T32X19,1.05
2005,Latvia,ISIC4_C10T32X19,1.06
2005,Latvia,TOTAL,7.58
2006,Latvia,TOTAL,8.03
2006,Latvia,ISIC4_C10T32X19,1.08
2018,Türkiye,TOTAL,374.7
2018,Türkiye,ISIC4_C10T32X19,70.54
2019,Türkiye,ISIC4_C10T32X19,65.72
2019,Türkiye,TOTAL,366.42
2020,Türkiye,TOTAL,366.6
2020,Türkiye,ISIC4_C10T32X19,71.79
2000,Turkmenistan,TOTAL,36.67
2000,Turkmenistan,ISIC4_C10T32X19,0.65
2001,Turkmenistan,ISIC4_C10T32X19,0.53
2001,Turkmenistan,TOTAL,37.3
2002,Turkmenistan,TOTAL,39.21
2007,Latvia,ISIC4_C10T32X19,1.06
2007,Latvia,TOTAL,8.36
2008,Latvia,TOTAL,7.94
2008,Latvia,ISIC4_C10T32X19,1
2009,Latvia,ISIC4_C10T32X19,0.78
2009,Latvia,TOTAL,7.19
2010,Latvia,TOTAL,8.09
2010,Latvia,ISIC4_C10T32X19,1.06
2011,Latvia,ISIC4_C10T32X19,0.91
2011,Latvia,TOTAL,7.34
2012,Latvia,TOTAL,7
2002,Turkmenistan,ISIC4_C10T32X19,0.38
2003,Turkmenistan,ISIC4_C10T32X19,0.59
2003,Turkmenistan,TOTAL,43.54
2004,Turkmenistan,TOTAL,46.6
2004,Turkmenistan,ISIC4_C10T32X19,0.81
2005,Turkmenistan,ISIC4_C10T32X19,0.78
2005,Turkmenistan,TOTAL,48.15
2006,Turkmenistan,TOTAL,49.26
2006,Turkmenistan,ISIC4_C10T32X19,0.82
2007,Turkmenistan,ISIC4_C10T32X19,0.8
2007,Turkmenistan,TOTAL,56
2012,Latvia,ISIC4_C10T32X19,0.93
2013,Latvia,ISIC4_C10T32X19,0.77
2013,Latvia,TOTAL,6.91
2014,Latvia,TOTAL,6.72
2014,Latvia,ISIC4_C10T32X19,0.75
2015,Latvia,ISIC4_C10T32X19,0.66
2015,Latvia,TOTAL,6.85
2016,Latvia,ISIC4_C10T32X19,0.55
2016,Latvia,TOTAL,6.8
2017,Latvia,ISIC4_C10T32X19,0.54
2017,Latvia,TOTAL,6.68
2008,Turkmenistan,ISIC4_C10T32X19,1.05
2008,Turkmenistan,TOTAL,56.46
2009,Turkmenistan,ISIC4_C10T32X19,1.48
2009,Turkmenistan,TOTAL,49.96
2010,Turkmenistan,TOTAL,56.92
2010,Turkmenistan,ISIC4_C10T32X19,1.52
2011,Turkmenistan,ISIC4_C10T32X19,1.86
2011,Turkmenistan,TOTAL,61.42
2012,Turkmenistan,TOTAL,61.84
2012,Turkmenistan,ISIC4_C10T32X19,1.77
2013,Turkmenistan,ISIC4_C10T32X19,1.17
2013,Turkmenistan,TOTAL,59.07
2014,Turkmenistan,TOTAL,57.8
2014,Turkmenistan,ISIC4_C10T32X19,0.85
2015,Turkmenistan,ISIC4_C10T32X19,0.85
2015,Turkmenistan,TOTAL,59.48
2016,Turkmenistan,TOTAL,59.71
2016,Turkmenistan,ISIC4_C10T32X19,0.85
2017,Turkmenistan,ISIC4_C10T32X19,0.85
2017,Turkmenistan,TOTAL,59.75
2018,Turkmenistan,TOTAL,59.82
2018,Turkmenistan,ISIC4_C10T32X19,0.85
2018,Latvia,TOTAL,7.23
2018,Latvia,ISIC4_C10T32X19,0.68
2019,Latvia,ISIC4_C10T32X19,0.6
2019,Latvia,TOTAL,7.01
2020,Latvia,TOTAL,6.38
2020,Latvia,ISIC4_C10T32X19,0.6
2000,Lithuania,TOTAL,10.22
2000,Lithuania,ISIC4_C10T32X19,0.99
2001,Lithuania,ISIC4_C10T32X19,0.96
2001,Lithuania,TOTAL,10.87
2002,Lithuania,TOTAL,10.93
2002,Lithuania,ISIC4_C10T32X19,1.02
2003,Lithuania,ISIC4_C10T32X19,1.03
2003,Lithuania,TOTAL,10.94
2004,Lithuania,TOTAL,11.56
2004,Lithuania,ISIC4_C10T32X19,1.12
2005,Lithuania,ISIC4_C10T32X19,1.38
2005,Lithuania,TOTAL,12.45
2006,Lithuania,ISIC4_C10T32X19,1.5
2006,Lithuania,TOTAL,12.5
2007,Lithuania,ISIC4_C10T32X19,1.5
2007,Lithuania,TOTAL,12.69
2019,Turkmenistan,ISIC4_C10T32X19,0.85
2019,Turkmenistan,TOTAL,60.11
2020,Turkmenistan,TOTAL,60.18
2020,Turkmenistan,ISIC4_C10T32X19,0.85
2000,Ukraine,TOTAL,295.12
2000,Ukraine,ISIC4_C10T32X19,80.79
2001,Ukraine,ISIC4_C10T32X19,88.16
2001,Ukraine,TOTAL,298.08
2002,Ukraine,TOTAL,301.12
2002,Ukraine,ISIC4_C10T32X19,88.75
2003,Ukraine,ISIC4_C10T32X19,97.78
2008,Lithuania,TOTAL,12.61
2008,Lithuania,ISIC4_C10T32X19,1.34
2009,Lithuania,ISIC4_C10T32X19,1.1
2009,Lithuania,TOTAL,11.41
2010,Lithuania,TOTAL,12.31
2010,Lithuania,ISIC4_C10T32X19,1.18
2011,Lithuania,ISIC4_C10T32X19,1.28
2011,Lithuania,TOTAL,11.53
2012,Lithuania,TOTAL,11.53
2012,Lithuania,ISIC4_C10T32X19,1.38
2013,Lithuania,ISIC4_C10T32X19,1.32
2003,Ukraine,TOTAL,326.62
2004,Ukraine,TOTAL,302.87
2004,Ukraine,ISIC4_C10T32X19,94.82
2005,Ukraine,ISIC4_C10T32X19,71.34
2005,Ukraine,TOTAL,290.62
2006,Ukraine,TOTAL,298.51
2006,Ukraine,ISIC4_C10T32X19,77.6
2007,Ukraine,ISIC4_C10T32X19,79.53
2007,Ukraine,TOTAL,305.98
2008,Ukraine,TOTAL,294.9
2008,Ukraine,ISIC4_C10T32X19,71.5
2013,Lithuania,TOTAL,10.87
2014,Lithuania,TOTAL,10.46
2014,Lithuania,ISIC4_C10T32X19,1.22
2015,Lithuania,ISIC4_C10T32X19,1.11
2015,Lithuania,TOTAL,10.55
2016,Lithuania,TOTAL,10.75
2016,Lithuania,ISIC4_C10T32X19,1.07
2017,Lithuania,ISIC4_C10T32X19,1.08
2017,Lithuania,TOTAL,10.77
2018,Lithuania,TOTAL,11.14
2018,Lithuania,ISIC4_C10T32X19,1.16
2014,Bosnia and Herzegovina,TOTAL,19.19
2014,Bosnia and Herzegovina,ISIC4_C10T32X19,1.91
2015,Bosnia and Herzegovina,ISIC4_C10T32X19,2
2015,Bosnia and Herzegovina,TOTAL,19.32
2016,Bosnia and Herzegovina,TOTAL,22.04
2016,Bosnia and Herzegovina,ISIC4_C10T32X19,1.9
2017,Bosnia and Herzegovina,ISIC4_C10T32X19,2
2017,Bosnia and Herzegovina,TOTAL,22.35
2018,Bosnia and Herzegovina,TOTAL,22.24
2018,Bosnia and Herzegovina,ISIC4_C10T32X19,2.23
2019,Bosnia and Herzegovina,ISIC4_C10T32X19,2.18
2019,Lithuania,ISIC4_C10T32X19,1.2
2019,Lithuania,TOTAL,11.16
2020,Lithuania,TOTAL,11.14
2020,Lithuania,ISIC4_C10T32X19,1.08
2000,Luxembourg,TOTAL,8.07
2000,Luxembourg,ISIC4_C10T32X19,1.27
2001,Luxembourg,TOTAL,8.69
2001,Luxembourg,ISIC4_C10T32X19,1.42
2002,Luxembourg,ISIC4_C10T32X19,1.22
2002,Luxembourg,TOTAL,9.38
2003,Luxembourg,TOTAL,9.85
2009,Ukraine,ISIC4_C10T32X19,53.62
2009,Ukraine,TOTAL,249.03
2010,Ukraine,TOTAL,266.04
2010,Ukraine,ISIC4_C10T32X19,58.07
2011,Ukraine,TOTAL,279.44
2011,Ukraine,ISIC4_C10T32X19,62.18
2012,Ukraine,TOTAL,273.83
2012,Ukraine,ISIC4_C10T32X19,57.79
2013,Ukraine,ISIC4_C10T32X19,54.31
2013,Ukraine,TOTAL,266.49
2014,Ukraine,TOTAL,234.02
2014,Ukraine,ISIC4_C10T32X19,53.29
2015,Ukraine,ISIC4_C10T32X19,39.68
2015,Ukraine,TOTAL,187.39
2016,Ukraine,TOTAL,197.63
2016,Ukraine,ISIC4_C10T32X19,36.73
2017,Ukraine,ISIC4_C10T32X19,30.01
2017,Ukraine,TOTAL,171.14
2018,Ukraine,TOTAL,181.66
2018,Ukraine,ISIC4_C10T32X19,33.7
2019,Ukraine,ISIC4_C10T32X19,33.52
2019,Ukraine,TOTAL,170.4
2003,Luxembourg,ISIC4_C10T32X19,1.09
2004,Luxembourg,ISIC4_C10T32X19,1.25
2004,Luxembourg,TOTAL,11.23
2005,Luxembourg,TOTAL,11.49
2005,Luxembourg,ISIC4_C10T32X19,1.23
2006,Luxembourg,ISIC4_C10T32X19,1.33
2006,Luxembourg,TOTAL,11.3
2007,Luxembourg,TOTAL,10.7
2007,Luxembourg,ISIC4_C10T32X19,1.24
2008,Luxembourg,ISIC4_C10T32X19,1.19
2008,Luxembourg,TOTAL,10.64
2020,Ukraine,TOTAL,161.39
2020,Ukraine,ISIC4_C10T32X19,33.74
2000,North Macedonia,TOTAL,8.52
2000,North Macedonia,ISIC4_C10T32X19,1.04
2001,North Macedonia,ISIC4_C10T32X19,0.89
2001,North Macedonia,TOTAL,8.67
2002,North Macedonia,TOTAL,8.13
2002,North Macedonia,ISIC4_C10T32X19,0.84
2003,North Macedonia,ISIC4_C10T32X19,1.1
2003,North Macedonia,TOTAL,8.83
2004,North Macedonia,TOTAL,8.54
2009,Luxembourg,TOTAL,10.09
2009,Luxembourg,ISIC4_C10T32X19,1.01
2010,Luxembourg,ISIC4_C10T32X19,1.08
2010,Luxembourg,TOTAL,10.66
2011,Luxembourg,TOTAL,10.52
2011,Luxembourg,ISIC4_C10T32X19,1.06
2012,Luxembourg,ISIC4_C10T32X19,1.02
2012,Luxembourg,TOTAL,10.32
2013,Luxembourg,TOTAL,9.8
2013,Luxembourg,ISIC4_C10T32X19,0.98
2014,Luxembourg,ISIC4_C10T32X19,0.96
2004,North Macedonia,ISIC4_C10T32X19,0.87
2005,North Macedonia,ISIC4_C10T32X19,1.3
2005,North Macedonia,TOTAL,8.88
2006,North Macedonia,TOTAL,8.85
2006,North Macedonia,ISIC4_C10T32X19,1.38
2007,North Macedonia,ISIC4_C10T32X19,1.6
2007,North Macedonia,TOTAL,9.33
2008,North Macedonia,TOTAL,9.12
2008,North Macedonia,ISIC4_C10T32X19,1.47
2009,North Macedonia,ISIC4_C10T32X19,0.9
2009,North Macedonia,TOTAL,8.51
2010,North Macedonia,TOTAL,8.33
2010,North Macedonia,ISIC4_C10T32X19,1.17
2011,North Macedonia,ISIC4_C10T32X19,1.35
2011,North Macedonia,TOTAL,9.16
2012,North Macedonia,ISIC4_C10T32X19,1.29
2012,North Macedonia,TOTAL,8.8
2013,North Macedonia,ISIC4_C10T32X19,1.18
2013,North Macedonia,TOTAL,7.86
2014,North Macedonia,TOTAL,7.44
2014,North Macedonia,ISIC4_C10T32X19,1.05
2015,North Macedonia,ISIC4_C10T32X19,0.97
2014,Luxembourg,TOTAL,9.28
2015,Luxembourg,ISIC4_C10T32X19,0.93
2015,Luxembourg,TOTAL,8.8
2016,Luxembourg,ISIC4_C10T32X19,0.93
2016,Luxembourg,TOTAL,8.49
2017,Luxembourg,TOTAL,8.64
2017,Luxembourg,ISIC4_C10T32X19,0.93
2018,Luxembourg,ISIC4_C10T32X19,0.95
2018,Luxembourg,TOTAL,8.95
2019,Luxembourg,TOTAL,9.11
2019,Luxembourg,ISIC4_C10T32X19,0.96
2015,North Macedonia,TOTAL,7.14
2016,North Macedonia,TOTAL,6.96
2016,North Macedonia,ISIC4_C10T32X19,0.94
2017,North Macedonia,TOTAL,7.44
2017,North Macedonia,ISIC4_C10T32X19,0.79
2018,North Macedonia,ISIC4_C10T32X19,0.86
2018,North Macedonia,TOTAL,6.95
2019,North Macedonia,TOTAL,7.96
2019,North Macedonia,ISIC4_C10T32X19,0.99
2020,North Macedonia,ISIC4_C10T32X19,1
2020,North Macedonia,TOTAL,6.8
2020,Luxembourg,ISIC4_C10T32X19,0.88
2020,Luxembourg,TOTAL,7.45
2000,Malta,ISIC4_C10T32X19,0
2000,Malta,TOTAL,2.13
2001,Malta,TOTAL,2.49
2001,Malta,ISIC4_C10T32X19,0
2002,Malta,ISIC4_C10T32X19,0
2002,Malta,TOTAL,2.32
2003,Malta,TOTAL,2.61
2003,Malta,ISIC4_C10T32X19,0
2004,Malta,ISIC4_C10T32X19,0
2019,Bosnia and Herzegovina,TOTAL,20.76
2020,Bosnia and Herzegovina,ISIC4_C10T32X19,1.29
2020,Bosnia and Herzegovina,TOTAL,20.52
2000,Bulgaria,ISIC4_C10T32X19,7.76
2000,Bulgaria,TOTAL,42.21
2001,Bulgaria,TOTAL,44.96
2001,Bulgaria,ISIC4_C10T32X19,7.65
2002,Bulgaria,ISIC4_C10T32X19,7.29
2002,Bulgaria,TOTAL,42.39
2003,Bulgaria,TOTAL,46.66
2003,Bulgaria,ISIC4_C10T32X19,7.87
2004,Malta,TOTAL,2.6
2005,Malta,TOTAL,2.63
2005,Malta,ISIC4_C10T32X19,0.03
2006,Malta,ISIC4_C10T32X19,0.03
2006,Malta,TOTAL,2.65
2007,Malta,TOTAL,2.72
2007,Malta,ISIC4_C10T32X19,0.04
2008,Malta,ISIC4_C10T32X19,0.04
2008,Malta,TOTAL,2.72
2009,Malta,TOTAL,2.51
2009,Malta,ISIC4_C10T32X19,0.03
2010,Malta,ISIC4_C10T32X19,0.03
2010,Malta,TOTAL,2.59
2011,Malta,TOTAL,2.57
2011,Malta,ISIC4_C10T32X19,0.02
2012,Malta,ISIC4_C10T32X19,0.03
2012,Malta,TOTAL,2.72
2013,Malta,TOTAL,2.37
2013,Malta,ISIC4_C10T32X19,0.05
2014,Malta,ISIC4_C10T32X19,0.06
2014,Malta,TOTAL,2.36
2015,Malta,TOTAL,1.66
2000,Uzbekistan,TOTAL,119.97
2000,Uzbekistan,ISIC4_C10T32X19,16.26
2001,Uzbekistan,ISIC4_C10T32X19,16.52
2001,Uzbekistan,TOTAL,120.57
2002,Uzbekistan,TOTAL,123.4
2002,Uzbekistan,ISIC4_C10T32X19,17.19
2003,Uzbekistan,ISIC4_C10T32X19,16.54
2003,Uzbekistan,TOTAL,115.98
2004,Uzbekistan,TOTAL,118.93
2004,Uzbekistan,ISIC4_C10T32X19,16.61
2005,Uzbekistan,ISIC4_C10T32X19,15.83
2005,Uzbekistan,TOTAL,112.16
2006,Uzbekistan,TOTAL,119.9
2006,Uzbekistan,ISIC4_C10T32X19,16.46
2007,Uzbekistan,ISIC4_C10T32X19,15.95
2007,Uzbekistan,TOTAL,116.28
2008,Uzbekistan,TOTAL,121.24
2008,Uzbekistan,ISIC4_C10T32X19,16.65
2009,Uzbekistan,ISIC4_C10T32X19,14.78
2009,Uzbekistan,TOTAL,110.6
2010,Uzbekistan,TOTAL,119.93
2010,Uzbekistan,ISIC4_C10T32X19,17.01
2004,Bulgaria,ISIC4_C10T32X19,7.77
2004,Bulgaria,TOTAL,45.82
2005,Bulgaria,TOTAL,46.37
2005,Bulgaria,ISIC4_C10T32X19,7.54
2006,Bulgaria,ISIC4_C10T32X19,7.62
2006,Bulgaria,TOTAL,47.41
2007,Bulgaria,TOTAL,50.62
2007,Bulgaria,ISIC4_C10T32X19,8.13
2008,Bulgaria,ISIC4_C10T32X19,5.86
2008,Bulgaria,TOTAL,48.14
2009,Bulgaria,TOTAL,41.93
2011,Uzbekistan,ISIC4_C10T32X19,17.2
2011,Uzbekistan,TOTAL,122.81
2012,Uzbekistan,TOTAL,107.09
2012,Uzbekistan,ISIC4_C10T32X19,13.8
2013,Uzbekistan,ISIC4_C10T32X19,12.68
2013,Uzbekistan,TOTAL,106.32
2014,Uzbekistan,ISIC4_C10T32X19,10.97
2014,Uzbekistan,TOTAL,99.52
2015,Uzbekistan,ISIC4_C10T32X19,9.72
2015,Uzbekistan,TOTAL,93.88
2016,Uzbekistan,TOTAL,99.95
2009,Bulgaria,ISIC4_C10T32X19,3.27
2010,Bulgaria,ISIC4_C10T32X19,3.57
2010,Bulgaria,TOTAL,43.93
2011,Bulgaria,ISIC4_C10T32X19,3.46
2011,Bulgaria,TOTAL,48.85
2012,Bulgaria,ISIC4_C10T32X19,3.15
2012,Bulgaria,TOTAL,44.04
2013,Bulgaria,TOTAL,38.77
2013,Bulgaria,ISIC4_C10T32X19,3.14
2014,Bulgaria,ISIC4_C10T32X19,3.18
2014,Bulgaria,TOTAL,41.14
2015,Bulgaria,TOTAL,43.45
2015,Bulgaria,ISIC4_C10T32X19,3.42
2016,Bulgaria,ISIC4_C10T32X19,3.55
2016,Bulgaria,TOTAL,40.39
2017,Bulgaria,TOTAL,42.65
2017,Bulgaria,ISIC4_C10T32X19,4.21
2018,Bulgaria,ISIC4_C10T32X19,4.64
2018,Bulgaria,TOTAL,39.67
2019,Bulgaria,TOTAL,38.02
2019,Bulgaria,ISIC4_C10T32X19,4.39
2020,Bulgaria,ISIC4_C10T32X19,4.19
2020,Bulgaria,TOTAL,33.07
2000,Belarus,ISIC4_C10T32X19,2.89
2000,Belarus,TOTAL,52.11
2001,Belarus,ISIC4_C10T32X19,2.99
