Year,GeoAreaName,Nature,Observation Status,Reporting Type,Units,Value
2012,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2013,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2014,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2015,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2016,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2017,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2018,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2019,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2022,Turkmenistan,NA,O,G,NUMBER,NaN
2023,Turkmenistan,NA,O,G,NUMBER,NaN
2000,Ukraine,NA,O,G,NUMBER,NaN
2001,Ukraine,NA,O,G,NUMBER,NaN
2002,Ukraine,NA,O,G,NUMBER,NaN
2003,Ukraine,C,A,G,NUMBER,0
2004,Ukraine,C,A,G,NUMBER,0
2005,Ukraine,C,A,G,NUMBER,0
2006,Ukraine,C,A,G,NUMBER,0
2007,Ukraine,C,A,G,NUMBER,0
2008,Ukraine,C,A,G,NUMBER,0
2020,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2021,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2022,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2023,Bosnia and Herzegovina,NA,O,G,NUMBER,NaN
2000,Bulgaria,NA,O,G,NUMBER,NaN
2001,Bulgaria,NA,O,G,NUMBER,NaN
2002,Bulgaria,NA,O,G,NUMBER,NaN
2003,Bulgaria,NA,O,G,NUMBER,NaN
2004,Bulgaria,NA,O,G,NUMBER,NaN
2005,Bulgaria,NA,O,G,NUMBER,NaN
2006,Bulgaria,NA,O,G,NUMBER,NaN
2009,Ukraine,C,A,G,NUMBER,0
2010,Ukraine,C,A,G,NUMBER,0
2011,Ukraine,C,A,G,NUMBER,0
2012,Ukraine,C,A,G,NUMBER,0
2013,Ukraine,C,E,G,NUMBER,0
2014,Ukraine,C,E,G,NUMBER,0
2015,Ukraine,C,E,G,NUMBER,0
2016,Ukraine,C,E,G,NUMBER,0
2017,Ukraine,C,E,G,NUMBER,0
2018,Ukraine,C,E,G,NUMBER,0
2019,Ukraine,C,E,G,NUMBER,0
2007,Bulgaria,NA,O,G,NUMBER,NaN
2008,Bulgaria,NA,O,G,NUMBER,NaN
2009,Bulgaria,NA,O,G,NUMBER,NaN
2010,Bulgaria,NA,O,G,NUMBER,NaN
2011,Bulgaria,NA,O,G,NUMBER,NaN
2012,Bulgaria,NA,O,G,NUMBER,NaN
2013,Bulgaria,NA,O,G,NUMBER,NaN
2014,Bulgaria,NA,O,G,NUMBER,NaN
2015,Bulgaria,NA,O,G,NUMBER,NaN
2016,Bulgaria,NA,O,G,NUMBER,NaN
2017,Bulgaria,C,A,G,NUMBER,1
2020,Ukraine,C,E,G,NUMBER,0
2021,Ukraine,C,E,G,NUMBER,0
2022,Ukraine,C,E,G,NUMBER,0
2023,Ukraine,C,E,G,NUMBER,0
2000,North Macedonia,NA,O,G,NUMBER,NaN
2001,North Macedonia,NA,O,G,NUMBER,NaN
2002,North Macedonia,NA,O,G,NUMBER,NaN
2003,North Macedonia,NA,O,G,NUMBER,NaN
2004,North Macedonia,NA,O,G,NUMBER,NaN
2005,North Macedonia,NA,O,G,NUMBER,NaN
2006,North Macedonia,NA,O,G,NUMBER,NaN
2018,Bulgaria,C,E,G,NUMBER,1
2019,Bulgaria,C,E,G,NUMBER,1
2020,Bulgaria,C,E,G,NUMBER,1
2021,Bulgaria,C,E,G,NUMBER,1
2022,Bulgaria,C,E,G,NUMBER,1
2023,Bulgaria,C,E,G,NUMBER,1
2000,Belarus,NA,O,G,NUMBER,NaN
2001,Belarus,NA,O,G,NUMBER,NaN
2002,Belarus,NA,O,G,NUMBER,NaN
2003,Belarus,NA,O,G,NUMBER,NaN
2004,Belarus,NA,O,G,NUMBER,NaN
2018,Latvia,NA,O,G,NUMBER,NaN
2019,Latvia,NA,O,G,NUMBER,NaN
2020,Latvia,NA,O,G,NUMBER,NaN
2021,Latvia,NA,O,G,NUMBER,NaN
2022,Latvia,NA,O,G,NUMBER,NaN
2023,Latvia,NA,O,G,NUMBER,NaN
2000,Liechtenstein,NA,O,G,NUMBER,NaN
2001,Liechtenstein,NA,O,G,NUMBER,NaN
2002,Liechtenstein,NA,O,G,NUMBER,NaN
2003,Liechtenstein,NA,O,G,NUMBER,NaN
2004,Liechtenstein,NA,O,G,NUMBER,NaN
2005,Liechtenstein,NA,O,G,NUMBER,NaN
2006,Liechtenstein,NA,O,G,NUMBER,NaN
2007,Liechtenstein,NA,O,G,NUMBER,NaN
2008,Liechtenstein,NA,O,G,NUMBER,NaN
2009,Liechtenstein,NA,O,G,NUMBER,NaN
2010,Liechtenstein,NA,O,G,NUMBER,NaN
2011,Liechtenstein,NA,O,G,NUMBER,NaN
2012,Liechtenstein,NA,O,G,NUMBER,NaN
2013,Liechtenstein,NA,O,G,NUMBER,NaN
2014,Liechtenstein,NA,O,G,NUMBER,NaN
2015,Liechtenstein,NA,O,G,NUMBER,NaN
2007,North Macedonia,NA,O,G,NUMBER,NaN
2008,North Macedonia,NA,O,G,NUMBER,NaN
2009,North Macedonia,NA,O,G,NUMBER,NaN
2010,North Macedonia,NA,O,G,NUMBER,NaN
2011,North Macedonia,NA,O,G,NUMBER,NaN
2012,North Macedonia,NA,O,G,NUMBER,NaN
2013,North Macedonia,NA,O,G,NUMBER,NaN
2014,North Macedonia,NA,O,G,NUMBER,NaN
2015,North Macedonia,NA,O,G,NUMBER,NaN
2016,North Macedonia,NA,O,G,NUMBER,NaN
2017,North Macedonia,NA,O,G,NUMBER,NaN
2016,Liechtenstein,NA,O,G,NUMBER,NaN
2017,Liechtenstein,NA,O,G,NUMBER,NaN
2018,Liechtenstein,NA,O,G,NUMBER,NaN
2019,Liechtenstein,NA,O,G,NUMBER,NaN
2020,Liechtenstein,NA,O,G,NUMBER,NaN
2021,Liechtenstein,NA,O,G,NUMBER,NaN
2022,Liechtenstein,NA,O,G,NUMBER,NaN
2023,Liechtenstein,NA,O,G,NUMBER,NaN
2000,Lithuania,NA,O,G,NUMBER,NaN
2001,Lithuania,NA,O,G,NUMBER,NaN
2002,Lithuania,NA,O,G,NUMBER,NaN
2005,Belarus,NA,O,G,NUMBER,NaN
2006,Belarus,NA,O,G,NUMBER,NaN
2007,Belarus,NA,O,G,NUMBER,NaN
2008,Belarus,NA,O,G,NUMBER,NaN
2009,Belarus,NA,O,G,NUMBER,NaN
2010,Belarus,NA,O,G,NUMBER,NaN
2011,Belarus,NA,O,G,NUMBER,NaN
2012,Belarus,NA,O,G,NUMBER,NaN
2013,Belarus,NA,O,G,NUMBER,NaN
2014,Belarus,NA,O,G,NUMBER,NaN
2015,Belarus,NA,O,G,NUMBER,NaN
2003,Lithuania,NA,O,G,NUMBER,NaN
2004,Lithuania,NA,O,G,NUMBER,NaN
2005,Lithuania,NA,O,G,NUMBER,NaN
2006,Lithuania,NA,O,G,NUMBER,NaN
2007,Lithuania,NA,O,G,NUMBER,NaN
2008,Lithuania,NA,O,G,NUMBER,NaN
2009,Lithuania,NA,O,G,NUMBER,NaN
2010,Lithuania,NA,O,G,NUMBER,NaN
2011,Lithuania,NA,O,G,NUMBER,NaN
2012,Lithuania,NA,O,G,NUMBER,NaN
2013,Lithuania,NA,O,G,NUMBER,NaN
2018,North Macedonia,NA,O,G,NUMBER,NaN
2019,North Macedonia,NA,O,G,NUMBER,NaN
2020,North Macedonia,NA,O,G,NUMBER,NaN
2021,North Macedonia,NA,O,G,NUMBER,NaN
2022,North Macedonia,NA,O,G,NUMBER,NaN
2023,North Macedonia,NA,O,G,NUMBER,NaN
2000,Uzbekistan,NA,O,G,NUMBER,NaN
2001,Uzbekistan,NA,O,G,NUMBER,NaN
2002,Uzbekistan,NA,O,G,NUMBER,NaN
2003,Uzbekistan,NA,O,G,NUMBER,NaN
2004,Uzbekistan,NA,O,G,NUMBER,NaN
2016,Belarus,NA,O,G,NUMBER,NaN
2017,Belarus,NA,O,G,NUMBER,NaN
2018,Belarus,NA,O,G,NUMBER,NaN
2019,Belarus,NA,O,G,NUMBER,NaN
2020,Belarus,NA,O,G,NUMBER,NaN
2021,Belarus,NA,O,G,NUMBER,NaN
2022,Belarus,NA,O,G,NUMBER,NaN
2023,Belarus,NA,O,G,NUMBER,NaN
2000,Croatia,NA,O,G,NUMBER,NaN
2001,Croatia,NA,O,G,NUMBER,NaN
2002,Croatia,NA,O,G,NUMBER,NaN
2014,Lithuania,NA,O,G,NUMBER,NaN
2015,Lithuania,NA,O,G,NUMBER,NaN
2016,Lithuania,NA,O,G,NUMBER,NaN
2017,Lithuania,NA,O,G,NUMBER,NaN
2018,Lithuania,NA,O,G,NUMBER,NaN
2019,Lithuania,NA,O,G,NUMBER,NaN
2020,Lithuania,C,A,G,NUMBER,1
2021,Lithuania,C,E,G,NUMBER,1
2022,Lithuania,C,E,G,NUMBER,1
2023,Lithuania,C,E,G,NUMBER,1
2000,Luxembourg,NA,O,G,NUMBER,NaN
2001,Luxembourg,NA,O,G,NUMBER,NaN
2002,Luxembourg,NA,O,G,NUMBER,NaN
2003,Luxembourg,NA,O,G,NUMBER,NaN
2004,Luxembourg,NA,O,G,NUMBER,NaN
2005,Luxembourg,NA,O,G,NUMBER,NaN
2006,Luxembourg,NA,O,G,NUMBER,NaN
2007,Luxembourg,NA,O,G,NUMBER,NaN
2008,Luxembourg,NA,O,G,NUMBER,NaN
2009,Luxembourg,NA,O,G,NUMBER,NaN
2010,Luxembourg,NA,O,G,NUMBER,NaN
2011,Luxembourg,NA,O,G,NUMBER,NaN
2005,Uzbekistan,NA,O,G,NUMBER,NaN
2006,Uzbekistan,NA,O,G,NUMBER,NaN
2007,Uzbekistan,NA,O,G,NUMBER,NaN
2008,Uzbekistan,NA,O,G,NUMBER,NaN
2009,Uzbekistan,NA,O,G,NUMBER,NaN
2010,Uzbekistan,NA,O,G,NUMBER,NaN
2011,Uzbekistan,NA,O,G,NUMBER,NaN
2012,Uzbekistan,NA,O,G,NUMBER,NaN
2013,Uzbekistan,NA,O,G,NUMBER,NaN
2014,Uzbekistan,NA,O,G,NUMBER,NaN
2015,Uzbekistan,NA,O,G,NUMBER,NaN
2003,Croatia,NA,O,G,NUMBER,NaN
2004,Croatia,NA,O,G,NUMBER,NaN
2005,Croatia,NA,O,G,NUMBER,NaN
2006,Croatia,NA,O,G,NUMBER,NaN
2007,Croatia,NA,O,G,NUMBER,NaN
2008,Croatia,NA,O,G,NUMBER,NaN
2009,Croatia,NA,O,G,NUMBER,NaN
2010,Croatia,NA,O,G,NUMBER,NaN
2011,Croatia,NA,O,G,NUMBER,NaN
2012,Croatia,NA,O,G,NUMBER,NaN
2013,Croatia,NA,O,G,NUMBER,NaN
2012,Luxembourg,NA,O,G,NUMBER,NaN
2013,Luxembourg,NA,O,G,NUMBER,NaN
2014,Luxembourg,NA,O,G,NUMBER,NaN
2015,Luxembourg,NA,O,G,NUMBER,NaN
2016,Luxembourg,NA,O,G,NUMBER,NaN
2017,Luxembourg,NA,O,G,NUMBER,NaN
2018,Luxembourg,NA,O,G,NUMBER,NaN
2019,Luxembourg,NA,O,G,NUMBER,NaN
2020,Luxembourg,C,A,G,NUMBER,0
2021,Luxembourg,C,E,G,NUMBER,0
2022,Luxembourg,C,E,G,NUMBER,0
2023,Luxembourg,C,E,G,NUMBER,0
2000,Malta,NA,O,G,NUMBER,NaN
2001,Malta,NA,O,G,NUMBER,NaN
2002,Malta,NA,O,G,NUMBER,NaN
2003,Malta,NA,O,G,NUMBER,NaN
2004,Malta,NA,O,G,NUMBER,NaN
2005,Malta,NA,O,G,NUMBER,NaN
2006,Malta,NA,O,G,NUMBER,NaN
2007,Malta,NA,O,G,NUMBER,NaN
2008,Malta,NA,O,G,NUMBER,NaN
2009,Malta,NA,O,G,NUMBER,NaN
2014,Croatia,NA,O,G,NUMBER,NaN
2015,Croatia,NA,O,G,NUMBER,NaN
2016,Croatia,NA,O,G,NUMBER,NaN
2017,Croatia,NA,O,G,NUMBER,NaN
2018,Croatia,NA,O,G,NUMBER,NaN
2019,Croatia,NA,O,G,NUMBER,NaN
2020,Croatia,C,A,G,NUMBER,2
2021,Croatia,C,E,G,NUMBER,2
2022,Croatia,C,E,G,NUMBER,2
2023,Croatia,C,E,G,NUMBER,2
2000,Cyprus,NA,O,G,NUMBER,NaN
2001,Cyprus,NA,O,G,NUMBER,NaN
2010,Malta,NA,O,G,NUMBER,NaN
2011,Malta,NA,O,G,NUMBER,NaN
2012,Malta,NA,O,G,NUMBER,NaN
2013,Malta,NA,O,G,NUMBER,NaN
2014,Malta,NA,O,G,NUMBER,NaN
2015,Malta,NA,O,G,NUMBER,NaN
2016,Malta,NA,O,G,NUMBER,NaN
2017,Malta,NA,O,G,NUMBER,NaN
2018,Malta,NA,O,G,NUMBER,NaN
2019,Malta,NA,O,G,NUMBER,NaN
2020,Malta,NA,O,G,NUMBER,NaN
2021,Malta,NA,O,G,NUMBER,NaN
2002,Cyprus,NA,O,G,NUMBER,NaN
2003,Cyprus,NA,O,G,NUMBER,NaN
2004,Cyprus,NA,O,G,NUMBER,NaN
2005,Cyprus,NA,O,G,NUMBER,NaN
2006,Cyprus,NA,O,G,NUMBER,NaN
2007,Cyprus,NA,O,G,NUMBER,NaN
2008,Cyprus,NA,O,G,NUMBER,NaN
2009,Cyprus,NA,O,G,NUMBER,NaN
2010,Cyprus,NA,O,G,NUMBER,NaN
2011,Cyprus,NA,O,G,NUMBER,NaN
2012,Cyprus,NA,O,G,NUMBER,NaN
2022,Malta,NA,O,G,NUMBER,NaN
2023,Malta,NA,O,G,NUMBER,NaN
2000,Republic of Moldova,NA,O,G,NUMBER,NaN
2001,Republic of Moldova,NA,O,G,NUMBER,NaN
2002,Republic of Moldova,NA,O,G,NUMBER,NaN
2003,Republic of Moldova,NA,O,G,NUMBER,NaN
2004,Republic of Moldova,NA,O,G,NUMBER,NaN
2005,Republic of Moldova,NA,O,G,NUMBER,NaN
2006,Republic of Moldova,NA,O,G,NUMBER,NaN
2007,Republic of Moldova,NA,O,G,NUMBER,NaN
2008,Republic of Moldova,NA,O,G,NUMBER,NaN
2009,Republic of Moldova,NA,O,G,NUMBER,NaN
2010,Republic of Moldova,NA,O,G,NUMBER,NaN
2011,Republic of Moldova,NA,O,G,NUMBER,NaN
2012,Republic of Moldova,NA,O,G,NUMBER,NaN
2013,Republic of Moldova,NA,O,G,NUMBER,NaN
2014,Republic of Moldova,NA,O,G,NUMBER,NaN
2015,Republic of Moldova,NA,O,G,NUMBER,NaN
2016,Republic of Moldova,NA,O,G,NUMBER,NaN
2017,Republic of Moldova,NA,O,G,NUMBER,NaN
2018,Republic of Moldova,NA,O,G,NUMBER,NaN
2019,Republic of Moldova,NA,O,G,NUMBER,NaN
2020,Republic of Moldova,NA,O,G,NUMBER,NaN
2021,Republic of Moldova,NA,O,G,NUMBER,NaN
2022,Republic of Moldova,NA,O,G,NUMBER,NaN
2023,Republic of Moldova,NA,O,G,NUMBER,NaN
2000,Montenegro,NA,O,G,NUMBER,NaN
2001,Montenegro,NA,O,G,NUMBER,NaN
2002,Montenegro,NA,O,G,NUMBER,NaN
2003,Montenegro,NA,O,G,NUMBER,NaN
2004,Montenegro,NA,O,G,NUMBER,NaN
2005,Montenegro,NA,O,G,NUMBER,NaN
2006,Montenegro,NA,O,G,NUMBER,NaN
2007,Montenegro,NA,O,G,NUMBER,NaN
2008,Montenegro,NA,O,G,NUMBER,NaN
2009,Montenegro,NA,O,G,NUMBER,NaN
2010,Montenegro,NA,O,G,NUMBER,NaN
2011,Montenegro,NA,O,G,NUMBER,NaN
2012,Montenegro,NA,O,G,NUMBER,NaN
2013,Montenegro,NA,O,G,NUMBER,NaN
2014,Montenegro,NA,O,G,NUMBER,NaN
2015,Montenegro,NA,O,G,NUMBER,NaN
2016,Montenegro,NA,O,G,NUMBER,NaN
2017,Montenegro,NA,O,G,NUMBER,NaN
2018,Montenegro,NA,O,G,NUMBER,NaN
2019,Montenegro,NA,O,G,NUMBER,NaN
2020,Montenegro,C,A,G,NUMBER,0
2021,Montenegro,C,E,G,NUMBER,0
2022,Montenegro,C,E,G,NUMBER,0
2023,Montenegro,C,E,G,NUMBER,0
2000,Netherlands,C,A,G,NUMBER,6
2001,Netherlands,C,A,G,NUMBER,6
2002,Netherlands,C,A,G,NUMBER,10
2003,Netherlands,C,A,G,NUMBER,10
2004,Netherlands,C,A,G,NUMBER,11
2013,Cyprus,NA,O,G,NUMBER,NaN
2014,Cyprus,NA,O,G,NUMBER,NaN
2015,Cyprus,NA,O,G,NUMBER,NaN
2016,Cyprus,NA,O,G,NUMBER,NaN
2017,Cyprus,NA,O,G,NUMBER,NaN
2018,Cyprus,NA,O,G,NUMBER,NaN
2019,Cyprus,NA,O,G,NUMBER,NaN
2020,Cyprus,NA,O,G,NUMBER,NaN
2021,Cyprus,NA,O,G,NUMBER,NaN
2022,Cyprus,NA,O,G,NUMBER,NaN
2023,Cyprus,NA,O,G,NUMBER,NaN
2005,Netherlands,C,A,G,NUMBER,11
2006,Netherlands,C,A,G,NUMBER,11
2007,Netherlands,C,A,G,NUMBER,11
2008,Netherlands,C,A,G,NUMBER,11
2009,Netherlands,C,A,G,NUMBER,14
2010,Netherlands,C,A,G,NUMBER,14
2011,Netherlands,C,A,G,NUMBER,15
2012,Netherlands,C,A,G,NUMBER,17
2013,Netherlands,C,A,G,NUMBER,18
2014,Netherlands,C,A,G,NUMBER,18
2000,Czechia,NA,O,G,NUMBER,NaN
2001,Czechia,C,A,G,NUMBER,0
2002,Czechia,C,E,G,NUMBER,0
2003,Czechia,C,E,G,NUMBER,0
2004,Czechia,C,E,G,NUMBER,0
2005,Czechia,C,E,G,NUMBER,0
2006,Czechia,C,E,G,NUMBER,0
2007,Czechia,C,E,G,NUMBER,0
2008,Czechia,C,E,G,NUMBER,0
2009,Czechia,C,E,G,NUMBER,0
2010,Czechia,C,E,G,NUMBER,0
2011,Czechia,C,A,G,NUMBER,0
2015,Netherlands,C,A,G,NUMBER,19
2016,Netherlands,C,A,G,NUMBER,18
2017,Netherlands,C,A,G,NUMBER,20
2018,Netherlands,C,A,G,NUMBER,20
2019,Netherlands,C,A,G,NUMBER,20
2020,Netherlands,C,A,G,NUMBER,20
2021,Netherlands,C,A,G,NUMBER,20
2022,Netherlands,C,A,G,NUMBER,21
2023,Netherlands,C,E,G,NUMBER,21
2000,Norway,NA,O,G,NUMBER,NaN
2001,Norway,NA,O,G,NUMBER,NaN
2002,Norway,NA,O,G,NUMBER,NaN
2003,Norway,NA,O,G,NUMBER,NaN
2004,Norway,NA,O,G,NUMBER,NaN
2005,Norway,NA,O,G,NUMBER,NaN
2006,Norway,NA,O,G,NUMBER,NaN
2007,Norway,NA,O,G,NUMBER,NaN
2008,Norway,NA,O,G,NUMBER,NaN
2009,Norway,NA,O,G,NUMBER,NaN
2010,Norway,NA,O,G,NUMBER,NaN
2011,Norway,C,A,G,NUMBER,0
2012,Czechia,C,E,G,NUMBER,0
2013,Czechia,C,A,G,NUMBER,0
2014,Czechia,C,A,G,NUMBER,0
2015,Czechia,C,E,G,NUMBER,0
2016,Czechia,C,E,G,NUMBER,0
2017,Czechia,C,E,G,NUMBER,0
2018,Czechia,C,E,G,NUMBER,0
2019,Czechia,C,A,G,NUMBER,5
2020,Czechia,C,A,G,NUMBER,5
2021,Czechia,C,E,G,NUMBER,5
2022,Czechia,C,E,G,NUMBER,5
2023,Czechia,C,E,G,NUMBER,5
2000,Denmark,NA,O,G,NUMBER,NaN
2001,Denmark,NA,O,G,NUMBER,NaN
2002,Denmark,NA,O,G,NUMBER,NaN
2003,Denmark,NA,O,G,NUMBER,NaN
2004,Denmark,NA,O,G,NUMBER,NaN
2005,Denmark,NA,O,G,NUMBER,NaN
2006,Denmark,C,A,G,NUMBER,0
2007,Denmark,C,E,G,NUMBER,0
2008,Denmark,C,E,G,NUMBER,0
2009,Denmark,C,E,G,NUMBER,0
2010,Denmark,C,E,G,NUMBER,0
2011,Denmark,C,E,G,NUMBER,0
2012,Norway,C,E,G,NUMBER,0
2013,Norway,C,E,G,NUMBER,0
2014,Norway,C,E,G,NUMBER,0
2015,Norway,C,E,G,NUMBER,0
2016,Norway,C,E,G,NUMBER,0
2017,Norway,C,E,G,NUMBER,0
2018,Norway,C,A,G,NUMBER,1
2019,Norway,C,E,G,NUMBER,1
2020,Norway,C,A,G,NUMBER,8
2021,Norway,C,E,G,NUMBER,8
2022,Norway,C,E,G,NUMBER,8
2012,Denmark,C,E,G,NUMBER,0
2013,Denmark,C,E,G,NUMBER,0
2014,Denmark,C,E,G,NUMBER,0
2015,Denmark,C,E,G,NUMBER,0
2016,Denmark,C,E,G,NUMBER,0
2017,Denmark,C,A,G,NUMBER,0
2018,Denmark,C,E,G,NUMBER,0
2019,Denmark,C,E,G,NUMBER,0
2020,Denmark,C,E,G,NUMBER,0
2021,Denmark,C,E,G,NUMBER,0
2022,Denmark,C,E,G,NUMBER,0
2023,Denmark,C,E,G,NUMBER,0
2000,Estonia,NA,O,G,NUMBER,NaN
2001,Estonia,NA,O,G,NUMBER,NaN
2002,Estonia,NA,O,G,NUMBER,NaN
2003,Estonia,NA,O,G,NUMBER,NaN
2004,Estonia,NA,O,G,NUMBER,NaN
2005,Estonia,NA,O,G,NUMBER,NaN
2006,Estonia,NA,O,G,NUMBER,NaN
2007,Estonia,NA,O,G,NUMBER,NaN
2008,Estonia,NA,O,G,NUMBER,NaN
2009,Estonia,NA,O,G,NUMBER,NaN
2010,Estonia,NA,O,G,NUMBER,NaN
2011,Estonia,NA,O,G,NUMBER,NaN
2012,Estonia,NA,O,G,NUMBER,NaN
2013,Estonia,NA,O,G,NUMBER,NaN
2014,Estonia,NA,O,G,NUMBER,NaN
2015,Estonia,NA,O,G,NUMBER,NaN
2016,Estonia,NA,O,G,NUMBER,NaN
2017,Estonia,NA,O,G,NUMBER,NaN
2018,Estonia,NA,O,G,NUMBER,NaN
2019,Estonia,NA,O,G,NUMBER,NaN
2020,Estonia,NA,O,G,NUMBER,NaN
2021,Estonia,NA,O,G,NUMBER,NaN
2022,Estonia,NA,O,G,NUMBER,NaN
2023,Estonia,NA,O,G,NUMBER,NaN
2000,Finland,NA,O,G,NUMBER,NaN
2001,Finland,NA,O,G,NUMBER,NaN
2002,Finland,NA,O,G,NUMBER,NaN
2003,Finland,NA,O,G,NUMBER,NaN
2004,Finland,NA,O,G,NUMBER,NaN
2005,Finland,NA,O,G,NUMBER,NaN
2006,Finland,NA,O,G,NUMBER,NaN
2007,Finland,NA,O,G,NUMBER,NaN
2008,Finland,NA,O,G,NUMBER,NaN
2009,Finland,NA,O,G,NUMBER,NaN
2010,Finland,NA,O,G,NUMBER,NaN
2011,Finland,NA,O,G,NUMBER,NaN
2012,Finland,NA,O,G,NUMBER,NaN
2013,Finland,NA,O,G,NUMBER,NaN
2014,Finland,NA,O,G,NUMBER,NaN
2015,Finland,NA,O,G,NUMBER,NaN
2016,Finland,NA,O,G,NUMBER,NaN
2017,Finland,NA,O,G,NUMBER,NaN
2018,Finland,NA,O,G,NUMBER,NaN
2019,Finland,NA,O,G,NUMBER,NaN
2023,Norway,C,E,G,NUMBER,8
2000,Poland,NA,O,G,NUMBER,NaN
2001,Poland,NA,O,G,NUMBER,NaN
2002,Poland,NA,O,G,NUMBER,NaN
2003,Poland,NA,O,G,NUMBER,NaN
2004,Poland,NA,O,G,NUMBER,NaN
2005,Poland,NA,O,G,NUMBER,NaN
2006,Poland,NA,O,G,NUMBER,NaN
2007,Poland,NA,O,G,NUMBER,NaN
2008,Poland,NA,O,G,NUMBER,NaN
2009,Poland,NA,O,G,NUMBER,NaN
2020,Finland,C,A,G,NUMBER,2
2021,Finland,C,E,G,NUMBER,2
2022,Finland,C,E,G,NUMBER,2
2023,Finland,C,E,G,NUMBER,2
2000,France,NA,O,G,NUMBER,NaN
2001,France,NA,O,G,NUMBER,NaN
2002,France,NA,O,G,NUMBER,NaN
2003,France,NA,O,G,NUMBER,NaN
2004,France,NA,O,G,NUMBER,NaN
2005,France,NA,O,G,NUMBER,NaN
2006,France,NA,O,G,NUMBER,NaN
2007,France,NA,O,G,NUMBER,NaN
2008,France,NA,O,G,NUMBER,NaN
2009,France,NA,O,G,NUMBER,NaN
2010,France,NA,O,G,NUMBER,NaN
2011,France,NA,O,G,NUMBER,NaN
2012,France,NA,O,G,NUMBER,NaN
2013,France,NA,O,G,NUMBER,NaN
2014,France,NA,O,G,NUMBER,NaN
2015,France,NA,O,G,NUMBER,NaN
2016,France,NA,O,G,NUMBER,NaN
2017,France,NA,O,G,NUMBER,NaN
2010,Poland,NA,O,G,NUMBER,NaN
2011,Poland,NA,O,G,NUMBER,NaN
2012,Poland,NA,O,G,NUMBER,NaN
2013,Poland,NA,O,G,NUMBER,NaN
2014,Poland,C,A,G,NUMBER,0
2015,Poland,C,E,G,NUMBER,0
2016,Poland,C,A,G,NUMBER,0
2017,Poland,C,A,G,NUMBER,1
2018,Poland,C,A,G,NUMBER,1
2019,Poland,C,A,G,NUMBER,1
2020,Poland,C,A,G,NUMBER,1
2021,Poland,C,A,G,NUMBER,0
2022,Poland,C,E,G,NUMBER,0
2023,Poland,C,E,G,NUMBER,0
2000,Portugal,NA,O,G,NUMBER,NaN
2001,Portugal,NA,O,G,NUMBER,NaN
2002,Portugal,NA,O,G,NUMBER,NaN
2003,Portugal,NA,O,G,NUMBER,NaN
2004,Portugal,NA,O,G,NUMBER,NaN
2005,Portugal,NA,O,G,NUMBER,NaN
2006,Portugal,NA,O,G,NUMBER,NaN
2007,Portugal,NA,O,G,NUMBER,NaN
2008,Portugal,NA,O,G,NUMBER,NaN
2009,Portugal,NA,O,G,NUMBER,NaN
2010,Portugal,NA,O,G,NUMBER,NaN
2011,Portugal,NA,O,G,NUMBER,NaN
2012,Portugal,NA,O,G,NUMBER,NaN
2013,Portugal,NA,O,G,NUMBER,NaN
2014,Portugal,NA,O,G,NUMBER,NaN
2015,Portugal,NA,O,G,NUMBER,NaN
2016,Portugal,NA,O,G,NUMBER,NaN
2017,Portugal,NA,O,G,NUMBER,NaN
2018,Portugal,NA,O,G,NUMBER,NaN
2019,Portugal,NA,O,G,NUMBER,NaN
2020,Portugal,NA,O,G,NUMBER,NaN
2021,Portugal,C,A,G,NUMBER,6
2022,Portugal,C,E,G,NUMBER,6
2023,Portugal,C,E,G,NUMBER,6
2000,Romania,NA,O,G,NUMBER,NaN
2001,Romania,NA,O,G,NUMBER,NaN
2002,Romania,NA,O,G,NUMBER,NaN
2003,Romania,NA,O,G,NUMBER,NaN
2004,Romania,NA,O,G,NUMBER,NaN
2005,Romania,NA,O,G,NUMBER,NaN
2006,Romania,NA,O,G,NUMBER,NaN
2007,Romania,NA,O,G,NUMBER,NaN
2008,Romania,NA,O,G,NUMBER,NaN
2009,Romania,NA,O,G,NUMBER,NaN
2010,Romania,NA,O,G,NUMBER,NaN
2011,Romania,NA,O,G,NUMBER,NaN
2012,Romania,NA,O,G,NUMBER,NaN
2013,Romania,NA,O,G,NUMBER,NaN
2014,Romania,NA,O,G,NUMBER,NaN
2015,Romania,NA,O,G,NUMBER,NaN
2016,Romania,NA,O,G,NUMBER,NaN
2017,Romania,NA,O,G,NUMBER,NaN
2018,Romania,NA,O,G,NUMBER,NaN
2019,Romania,NA,O,G,NUMBER,NaN
2020,Romania,C,A,G,NUMBER,3
2021,Romania,C,E,G,NUMBER,3
2022,Romania,C,E,G,NUMBER,3
2023,Romania,C,E,G,NUMBER,3
2000,Serbia,NA,O,G,NUMBER,NaN
