Year,GeoAreaName,Education level,Sex,Value
2021,Belarus,PRIMAR,BOTHSEX,99.34667
2021,Belarus,UPPSEC,FEMALE,94.77342
2021,Belarus,SECOND,MALE,96.59279
2005,Kyrgyzstan,PREPRI,BOTHSEX,38.23403
2005,Kyrgyzstan,PRIMAR,BOTHSEX,57.96153
2005,Kyrgyzstan,SECOND,BOTHSEX,75.93295
2005,Kyrgyzstan,PRIMAR,MALE,58.03109
2005,Kyrgyzstan,PREPRI,FEMALE,38.22894
2005,Kyrgyzstan,PRIMAR,FEMALE,57.95837
2005,Kyrgyzstan,PREPRI,MALE,38.88889
2005,Kyrgyzstan,SECOND,FEMALE,76.56462
2005,Kyrgyzstan,SECOND,MALE,74.26774
2006,Kyrgyzstan,SECOND,MALE,76.37198
2004,Armenia,PRIMAR,MALE,84.48276
2004,Armenia,PRIMAR,BOTHSEX,66.65664
2005,Armenia,PRIMAR,BOTHSEX,77.45596
2005,Armenia,PRIMAR,MALE,22.44898
2005,Armenia,PRIMAR,FEMALE,77.91631
2009,Armenia,PREPRI,FEMALE,90.51465
2009,Armenia,PREPRI,BOTHSEX,90.4066
2009,Armenia,PREPRI,MALE,46.15385
2010,Armenia,PREPRI,MALE,15
2010,Armenia,PREPRI,BOTHSEX,87.83784
2006,Kyrgyzstan,SECOND,FEMALE,78.41343
2006,Kyrgyzstan,PREPRI,MALE,40
2006,Kyrgyzstan,PRIMAR,FEMALE,61.25859
2006,Kyrgyzstan,PREPRI,FEMALE,40.95678
2006,Kyrgyzstan,PRIMAR,MALE,61.19403
2006,Kyrgyzstan,SECOND,BOTHSEX,77.86137
2006,Kyrgyzstan,PRIMAR,BOTHSEX,61.2564
2006,Kyrgyzstan,PREPRI,BOTHSEX,40.95477
2007,Kyrgyzstan,PRIMAR,FEMALE,62.35962
2007,Kyrgyzstan,PREPRI,MALE,44.44444
2010,Armenia,PREPRI,FEMALE,88.64476
2011,Armenia,PREPRI,FEMALE,78.7785
2011,Armenia,PREPRI,BOTHSEX,78.8199
2011,Armenia,PREPRI,MALE,100
2012,Armenia,PREPRI,BOTHSEX,79.67756
2013,Armenia,PREPRI,BOTHSEX,79.58123
2013,Armenia,PREPRI,FEMALE,79.58357
2013,Armenia,PREPRI,MALE,77.77778
2014,Armenia,PREPRI,MALE,100
2014,Armenia,PREPRI,FEMALE,78.90706
2007,Kyrgyzstan,SECOND,FEMALE,79.57058
2007,Kyrgyzstan,SECOND,MALE,77.70919
2007,Kyrgyzstan,PREPRI,BOTHSEX,42.32331
2007,Kyrgyzstan,PRIMAR,BOTHSEX,62.35735
2007,Kyrgyzstan,SECOND,BOTHSEX,79.09492
2007,Kyrgyzstan,PRIMAR,MALE,62.27273
2007,Kyrgyzstan,PREPRI,FEMALE,42.29979
2008,Kyrgyzstan,PRIMAR,MALE,64.46701
2008,Kyrgyzstan,SECOND,BOTHSEX,80.47898
2008,Kyrgyzstan,PRIMAR,BOTHSEX,64.37908
2014,Armenia,PREPRI,BOTHSEX,78.93188
2015,Armenia,PREPRI,BOTHSEX,80.00537
2015,Armenia,PREPRI,FEMALE,79.98386
2015,Armenia,PREPRI,MALE,100
2016,Armenia,PREPRI,MALE,78.57143
2016,Armenia,PREPRI,FEMALE,80.49552
2016,Armenia,PREPRI,BOTHSEX,80.49198
2017,Armenia,PREPRI,BOTHSEX,81.971
2017,Armenia,PREPRI,FEMALE,81.94319
2017,Armenia,PREPRI,MALE,100
2008,Kyrgyzstan,PREPRI,BOTHSEX,42.2619
2008,Kyrgyzstan,SECOND,MALE,79.3914
2008,Kyrgyzstan,SECOND,FEMALE,80.84236
2008,Kyrgyzstan,PREPRI,MALE,50
2008,Kyrgyzstan,PRIMAR,FEMALE,64.37694
2008,Kyrgyzstan,PREPRI,FEMALE,42.23726
2009,Kyrgyzstan,PREPRI,FEMALE,44.30524
2009,Kyrgyzstan,PRIMAR,FEMALE,65.74138
2009,Kyrgyzstan,PREPRI,MALE,44
2009,Kyrgyzstan,PREPRI,BOTHSEX,44.30237
2019,Armenia,LOWSEC,BOTHSEX,73.59894
2019,Armenia,LOWSEC,FEMALE,74.74324
2019,Armenia,PRIMAR,FEMALE,74.76198
2019,Armenia,PRIMAR,MALE,64.60396
2019,Armenia,LOWSEC,MALE,64.53397
2019,Armenia,SECOND,BOTHSEX,74.58654
2019,Armenia,PRIMAR,BOTHSEX,73.62439
2019,Armenia,SECOND,FEMALE,75.48212
2019,Armenia,UPPSEC,FEMALE,76.09651
2019,Armenia,UPPSEC,BOTHSEX,75.39498
2009,Kyrgyzstan,PRIMAR,BOTHSEX,65.74822
2009,Kyrgyzstan,SECOND,BOTHSEX,87.70074
2009,Kyrgyzstan,PRIMAR,MALE,66.01467
2010,Kyrgyzstan,PRIMAR,MALE,68.4492
2010,Kyrgyzstan,SECOND,BOTHSEX,76.2557
2010,Kyrgyzstan,PRIMAR,BOTHSEX,68.4132
2010,Kyrgyzstan,PREPRI,BOTHSEX,42.6943
2010,Kyrgyzstan,PREPRI,MALE,42.30769
2010,Kyrgyzstan,PRIMAR,FEMALE,68.41234
2010,Kyrgyzstan,PREPRI,FEMALE,42.6978
2019,Armenia,SECOND,MALE,67.99867
2019,Armenia,UPPSEC,MALE,70.52389
2020,Armenia,PRIMAR,MALE,66.85268
2020,Armenia,PRIMAR,FEMALE,76.15063
2020,Armenia,LOWSEC,FEMALE,76.14586
2020,Armenia,LOWSEC,BOTHSEX,75.1209
2020,Armenia,UPPSEC,MALE,73.40295
2020,Armenia,SECOND,MALE,70.59644
2020,Armenia,UPPSEC,BOTHSEX,77.10025
2020,Armenia,UPPSEC,FEMALE,77.63864
2011,Kyrgyzstan,PREPRI,FEMALE,46.1465
2011,Kyrgyzstan,PRIMAR,FEMALE,69.64495
2011,Kyrgyzstan,PREPRI,MALE,48
2011,Kyrgyzstan,SECOND,FEMALE,79.49446
2011,Kyrgyzstan,SECOND,MALE,66.32325
2011,Kyrgyzstan,PREPRI,BOTHSEX,46.16114
2011,Kyrgyzstan,PRIMAR,BOTHSEX,69.65777
2011,Kyrgyzstan,SECOND,BOTHSEX,76.98826
2011,Kyrgyzstan,PRIMAR,MALE,70.28754
2012,Kyrgyzstan,PRIMAR,MALE,72.78481
2020,Armenia,SECOND,FEMALE,76.93656
2020,Armenia,PRIMAR,BOTHSEX,75.11778
2020,Armenia,SECOND,BOTHSEX,76.17836
2020,Armenia,LOWSEC,MALE,66.9088
2021,Armenia,PREPRI,MALE,100
2021,Armenia,PRIMAR,FEMALE,74.87849
2021,Armenia,PREPRI,FEMALE,74.6206
2021,Armenia,PREPRI,BOTHSEX,74.65188
2021,Armenia,PRIMAR,MALE,65.58296
2021,Armenia,LOWSEC,MALE,65.53398
2021,Belarus,UPPSEC,MALE,92.77937
2021,Belarus,SECOND,FEMALE,97.59311
2021,Belarus,UPPSEC,BOTHSEX,94.31246
2014,Malta,PRIMAR,BOTHSEX,86.50062
2014,Malta,PREPRI,BOTHSEX,96.66913
2015,Malta,PREPRI,BOTHSEX,90.22556
2015,Malta,PRIMAR,BOTHSEX,84.66913
2015,Malta,SECOND,BOTHSEX,78.13205
2016,Malta,SECOND,BOTHSEX,76.92308
2016,Malta,PRIMAR,BOTHSEX,80.0952
2012,Kyrgyzstan,SECOND,BOTHSEX,77.63258
2012,Kyrgyzstan,PRIMAR,BOTHSEX,71.97358
2012,Kyrgyzstan,SECOND,MALE,66.56765
2012,Kyrgyzstan,SECOND,FEMALE,80.14267
2012,Kyrgyzstan,PRIMAR,FEMALE,71.95818
2013,Kyrgyzstan,PRIMAR,FEMALE,92.14252
2013,Kyrgyzstan,PRIMAR,MALE,92.30769
2013,Kyrgyzstan,SECOND,FEMALE,85.31828
2013,Kyrgyzstan,SECOND,MALE,79.73745
2013,Kyrgyzstan,PRIMAR,BOTHSEX,92.14503
2013,Kyrgyzstan,SECOND,BOTHSEX,84.27352
2014,Kyrgyzstan,PRIMAR,BOTHSEX,93.03057
2014,Kyrgyzstan,PRIMAR,MALE,93.10345
2014,Kyrgyzstan,PRIMAR,FEMALE,93.02932
2015,Kyrgyzstan,PRIMAR,FEMALE,92.78351
2015,Kyrgyzstan,PRIMAR,MALE,92.82869
2015,Kyrgyzstan,PRIMAR,BOTHSEX,92.78416
2015,Kyrgyzstan,SECOND,MALE,78.04376
2015,Kyrgyzstan,SECOND,FEMALE,82.57468
2015,Kyrgyzstan,SECOND,BOTHSEX,81.50399
2016,Malta,PREPRI,BOTHSEX,83.59923
2017,Malta,PREPRI,BOTHSEX,92.01278
2017,Malta,PRIMAR,BOTHSEX,82.31278
2017,Malta,SECOND,BOTHSEX,69.99168
2019,Malta,SECOND,BOTHSEX,69.53428
2019,Malta,PRIMAR,BOTHSEX,80.87382
2019,Malta,PREPRI,BOTHSEX,82.46716
2020,Malta,PREPRI,BOTHSEX,89.49044
2020,Malta,PRIMAR,BOTHSEX,80.28325
2020,Malta,SECOND,BOTHSEX,67.85084
2016,Kyrgyzstan,SECOND,BOTHSEX,75.4019
2016,Kyrgyzstan,SECOND,FEMALE,93.94709
2016,Kyrgyzstan,SECOND,MALE,15.13651
2016,Kyrgyzstan,PRIMAR,BOTHSEX,94.99201
2016,Kyrgyzstan,PRIMAR,MALE,38.95028
2016,Kyrgyzstan,PRIMAR,FEMALE,97.24039
2017,Kyrgyzstan,PRIMAR,FEMALE,95.43596
2017,Kyrgyzstan,PRIMAR,MALE,95.0495
2017,Kyrgyzstan,PRIMAR,BOTHSEX,95.43013
2017,Kyrgyzstan,SECOND,MALE,16.17202
2000,Georgia,SECOND,MALE,48.81122
2000,Georgia,UPPSEC,MALE,94.28633
2000,Georgia,SECOND,BOTHSEX,81.95776
2000,Georgia,SECOND,FEMALE,92.21014
2000,Georgia,UPPSEC,BOTHSEX,92.97521
2000,Georgia,UPPSEC,FEMALE,92.55237
2000,Georgia,PRIMAR,BOTHSEX,94.69911
2000,Georgia,PREPRI,BOTHSEX,99.10093
2000,Georgia,PRIMAR,MALE,94.91525
2000,Georgia,PREPRI,MALE,0
2017,Kyrgyzstan,SECOND,FEMALE,92.76369
2017,Kyrgyzstan,SECOND,BOTHSEX,74.76755
2010,Latvia,UPPSEC,FEMALE,100
2010,Latvia,SECOND,MALE,100
2010,Latvia,SECOND,FEMALE,100
2010,Latvia,PREPRI,MALE,100
2010,Latvia,PRIMAR,MALE,100
2010,Latvia,LOWSEC,FEMALE,100
2010,Latvia,UPPSEC,BOTHSEX,100
2010,Latvia,UPPSEC,MALE,100
2019,Republic of Moldova,UPPSEC,MALE,100
2019,Republic of Moldova,SECOND,BOTHSEX,100
2019,Republic of Moldova,LOWSEC,BOTHSEX,100
2019,Republic of Moldova,PREPRI,FEMALE,100
2019,Republic of Moldova,LOWSEC,MALE,100
2019,Republic of Moldova,LOWSEC,FEMALE,100
2019,Republic of Moldova,PRIMAR,BOTHSEX,100
2019,Republic of Moldova,PRIMAR,FEMALE,100
2019,Republic of Moldova,PRIMAR,MALE,100
2019,Republic of Moldova,SECOND,FEMALE,100
2010,Latvia,SECOND,BOTHSEX,100
2010,Latvia,PRIMAR,BOTHSEX,100
2010,Latvia,PREPRI,BOTHSEX,100
2010,Latvia,PRIMAR,FEMALE,100
2010,Latvia,LOWSEC,MALE,100
2010,Latvia,LOWSEC,BOTHSEX,100
2010,Latvia,PREPRI,FEMALE,100
2011,Latvia,PREPRI,FEMALE,100
2011,Latvia,LOWSEC,MALE,100
2011,Latvia,LOWSEC,BOTHSEX,100
2019,Republic of Moldova,UPPSEC,BOTHSEX,100
2019,Republic of Moldova,UPPSEC,FEMALE,100
2019,Republic of Moldova,SECOND,MALE,100
2019,Republic of Moldova,PREPRI,MALE,100
2019,Republic of Moldova,PREPRI,BOTHSEX,100
2020,Republic of Moldova,UPPSEC,BOTHSEX,100
2020,Republic of Moldova,SECOND,FEMALE,100
2020,Republic of Moldova,PRIMAR,MALE,100
2020,Republic of Moldova,PRIMAR,FEMALE,100
2020,Republic of Moldova,LOWSEC,FEMALE,100
2011,Latvia,PRIMAR,FEMALE,100
2011,Latvia,PREPRI,BOTHSEX,100
2011,Latvia,PRIMAR,BOTHSEX,100
2011,Latvia,SECOND,BOTHSEX,100
2011,Latvia,UPPSEC,MALE,100
2011,Latvia,UPPSEC,BOTHSEX,100
2011,Latvia,LOWSEC,FEMALE,100
2011,Latvia,PRIMAR,MALE,100
2011,Latvia,PREPRI,MALE,100
2011,Latvia,SECOND,FEMALE,100
2011,Latvia,SECOND,MALE,100
2011,Latvia,UPPSEC,FEMALE,100
2012,Latvia,PRIMAR,BOTHSEX,100
2012,Latvia,PREPRI,BOTHSEX,100
2012,Latvia,UPPSEC,FEMALE,100
2012,Latvia,SECOND,MALE,100
2012,Latvia,SECOND,FEMALE,100
2012,Latvia,PREPRI,MALE,100
2012,Latvia,UPPSEC,BOTHSEX,100
2012,Latvia,UPPSEC,MALE,100
2021,Armenia,SECOND,BOTHSEX,75.00725
2021,Armenia,SECOND,FEMALE,75.78008
2021,Armenia,LOWSEC,BOTHSEX,73.82227
2021,Armenia,LOWSEC,FEMALE,74.84958
2021,Armenia,UPPSEC,FEMALE,76.60064
2021,Armenia,PRIMAR,BOTHSEX,73.85395
2021,Armenia,UPPSEC,BOTHSEX,76.03498
2021,Armenia,SECOND,MALE,69.23886
2021,Armenia,UPPSEC,MALE,72.0743
2001,Spain,PRIMAR,BOTHSEX,100
2020,Republic of Moldova,LOWSEC,MALE,100
2020,Republic of Moldova,PREPRI,FEMALE,100
2020,Republic of Moldova,LOWSEC,BOTHSEX,100
2020,Republic of Moldova,PRIMAR,BOTHSEX,100
2020,Republic of Moldova,PREPRI,BOTHSEX,100
2020,Republic of Moldova,PREPRI,MALE,100
2020,Republic of Moldova,SECOND,MALE,100
2020,Republic of Moldova,UPPSEC,FEMALE,100
2020,Republic of Moldova,SECOND,BOTHSEX,100
2020,Republic of Moldova,UPPSEC,MALE,100
2012,Latvia,SECOND,BOTHSEX,100
2012,Latvia,PRIMAR,MALE,100
2012,Latvia,LOWSEC,FEMALE,100
2012,Latvia,PRIMAR,FEMALE,100
2012,Latvia,LOWSEC,BOTHSEX,100
2012,Latvia,LOWSEC,MALE,100
2012,Latvia,PREPRI,FEMALE,100
2013,Latvia,PREPRI,FEMALE,100
2013,Latvia,LOWSEC,MALE,100
2013,Latvia,SECOND,MALE,100
2013,Latvia,UPPSEC,FEMALE,100
2013,Latvia,PREPRI,BOTHSEX,100
2013,Latvia,PRIMAR,BOTHSEX,100
2013,Latvia,SECOND,BOTHSEX,100
2013,Latvia,UPPSEC,MALE,100
2013,Latvia,UPPSEC,BOTHSEX,100
2013,Latvia,LOWSEC,BOTHSEX,100
2013,Latvia,PRIMAR,FEMALE,100
2013,Latvia,LOWSEC,FEMALE,100
2013,Latvia,PRIMAR,MALE,100
2013,Latvia,PREPRI,MALE,100
2013,Latvia,SECOND,FEMALE,100
2014,Latvia,UPPSEC,MALE,100
2014,Latvia,SECOND,BOTHSEX,100
2014,Latvia,PRIMAR,BOTHSEX,100
2014,Latvia,PREPRI,BOTHSEX,100
2014,Latvia,UPPSEC,FEMALE,100
2014,Latvia,SECOND,MALE,100
2014,Latvia,UPPSEC,BOTHSEX,100
2014,Latvia,SECOND,FEMALE,100
2014,Latvia,PREPRI,MALE,100
2014,Latvia,PRIMAR,MALE,100
2014,Latvia,LOWSEC,FEMALE,100
2014,Latvia,PRIMAR,FEMALE,100
2014,Latvia,LOWSEC,BOTHSEX,100
2014,Latvia,LOWSEC,MALE,100
2014,Latvia,PREPRI,FEMALE,100
2015,Latvia,PREPRI,MALE,100
2015,Latvia,SECOND,FEMALE,100
2015,Latvia,SECOND,MALE,100
2001,Spain,SECOND,FEMALE,100
2001,Spain,SECOND,MALE,100
2001,Spain,PRIMAR,FEMALE,100
2001,Spain,PRIMAR,MALE,100
2001,Spain,SECOND,BOTHSEX,100
2002,Spain,UPPSEC,MALE,100
2002,Spain,SECOND,BOTHSEX,100
2002,Spain,PRIMAR,MALE,100
2002,Spain,PRIMAR,FEMALE,100
2002,Spain,LOWSEC,BOTHSEX,100
2021,Republic of Moldova,UPPSEC,MALE,100
2021,Republic of Moldova,SECOND,BOTHSEX,100
2021,Republic of Moldova,LOWSEC,BOTHSEX,100
2021,Republic of Moldova,PREPRI,FEMALE,100
2021,Republic of Moldova,PREPRI,MALE,100
2021,Republic of Moldova,PREPRI,BOTHSEX,100
2021,Republic of Moldova,PRIMAR,BOTHSEX,100
2021,Republic of Moldova,LOWSEC,MALE,100
2021,Republic of Moldova,LOWSEC,FEMALE,100
2021,Republic of Moldova,PRIMAR,FEMALE,100
2015,Latvia,UPPSEC,FEMALE,100
2015,Latvia,PREPRI,BOTHSEX,100
2015,Latvia,PRIMAR,BOTHSEX,100
2015,Latvia,SECOND,BOTHSEX,100
2015,Latvia,UPPSEC,MALE,100
2015,Latvia,PREPRI,FEMALE,100
2015,Latvia,LOWSEC,MALE,100
2015,Latvia,LOWSEC,BOTHSEX,100
2015,Latvia,PRIMAR,FEMALE,100
2015,Latvia,LOWSEC,FEMALE,100
2002,Spain,LOWSEC,FEMALE,100
2002,Spain,LOWSEC,MALE,100
2002,Spain,SECOND,MALE,100
2002,Spain,UPPSEC,BOTHSEX,100
2002,Spain,SECOND,FEMALE,100
2002,Spain,UPPSEC,FEMALE,100
2002,Spain,PRIMAR,BOTHSEX,100
2003,Spain,PRIMAR,BOTHSEX,100
2003,Spain,LOWSEC,FEMALE,100
2003,Spain,LOWSEC,BOTHSEX,100
2015,Latvia,PRIMAR,MALE,100
2015,Latvia,UPPSEC,BOTHSEX,100
2016,Latvia,UPPSEC,BOTHSEX,100
2016,Latvia,UPPSEC,MALE,100
2016,Latvia,SECOND,BOTHSEX,100
2016,Latvia,PRIMAR,BOTHSEX,100
2016,Latvia,PREPRI,BOTHSEX,100
2016,Latvia,LOWSEC,MALE,100
2016,Latvia,PREPRI,FEMALE,100
2016,Latvia,SECOND,MALE,100
2003,Spain,PRIMAR,FEMALE,100
2003,Spain,PRIMAR,MALE,100
2003,Spain,UPPSEC,MALE,100
2003,Spain,UPPSEC,FEMALE,100
2003,Spain,SECOND,BOTHSEX,100
2003,Spain,SECOND,FEMALE,100
2003,Spain,UPPSEC,BOTHSEX,100
2003,Spain,SECOND,MALE,100
2003,Spain,LOWSEC,MALE,100
2004,Spain,LOWSEC,BOTHSEX,100
2016,Latvia,UPPSEC,FEMALE,100
2016,Latvia,SECOND,FEMALE,100
2016,Latvia,PREPRI,MALE,100
2016,Latvia,PRIMAR,MALE,100
2016,Latvia,LOWSEC,FEMALE,100
2016,Latvia,PRIMAR,FEMALE,100
2016,Latvia,LOWSEC,BOTHSEX,100
2017,Latvia,LOWSEC,FEMALE,100
2017,Latvia,PRIMAR,MALE,100
2017,Latvia,PREPRI,MALE,100
2004,Spain,LOWSEC,FEMALE,100
2004,Spain,LOWSEC,MALE,100
2004,Spain,SECOND,MALE,100
2004,Spain,UPPSEC,BOTHSEX,100
2004,Spain,SECOND,FEMALE,100
2004,Spain,UPPSEC,MALE,100
2004,Spain,PRIMAR,MALE,100
2004,Spain,PRIMAR,FEMALE,100
2004,Spain,UPPSEC,FEMALE,100
2004,Spain,SECOND,BOTHSEX,100
2017,Latvia,SECOND,FEMALE,100
2017,Latvia,UPPSEC,FEMALE,100
2017,Latvia,SECOND,MALE,100
2017,Latvia,PREPRI,BOTHSEX,100
2017,Latvia,PRIMAR,BOTHSEX,100
2017,Latvia,PREPRI,FEMALE,100
2017,Latvia,LOWSEC,MALE,100
2017,Latvia,LOWSEC,BOTHSEX,100
2017,Latvia,PRIMAR,FEMALE,100
2017,Latvia,SECOND,BOTHSEX,100
2004,Spain,PRIMAR,BOTHSEX,100
2005,Spain,PRIMAR,BOTHSEX,100
2005,Spain,SECOND,BOTHSEX,100
2005,Spain,UPPSEC,FEMALE,100
2005,Spain,SECOND,FEMALE,100
2005,Spain,UPPSEC,BOTHSEX,100
2005,Spain,UPPSEC,MALE,100
2005,Spain,SECOND,MALE,100
2005,Spain,LOWSEC,MALE,100
2005,Spain,LOWSEC,FEMALE,100
2017,Latvia,UPPSEC,MALE,100
2017,Latvia,UPPSEC,BOTHSEX,100
2018,Latvia,UPPSEC,BOTHSEX,100
2018,Latvia,UPPSEC,MALE,100
2018,Latvia,SECOND,BOTHSEX,100
2018,Latvia,PRIMAR,FEMALE,100
2018,Latvia,LOWSEC,BOTHSEX,100
2018,Latvia,LOWSEC,MALE,100
2018,Latvia,PREPRI,FEMALE,100
2018,Latvia,PRIMAR,BOTHSEX,100
2005,Spain,LOWSEC,BOTHSEX,100
2005,Spain,PRIMAR,FEMALE,100
2005,Spain,PRIMAR,MALE,100
2006,Spain,UPPSEC,BOTHSEX,100
2006,Spain,SECOND,FEMALE,100
2006,Spain,UPPSEC,FEMALE,100
2006,Spain,SECOND,BOTHSEX,100
2006,Spain,PRIMAR,BOTHSEX,100
2006,Spain,UPPSEC,MALE,100
2006,Spain,PRIMAR,MALE,100
2018,Latvia,PREPRI,BOTHSEX,100
2018,Latvia,SECOND,MALE,100
2018,Latvia,UPPSEC,FEMALE,100
2018,Latvia,SECOND,FEMALE,100
2018,Latvia,PREPRI,MALE,100
2018,Latvia,PRIMAR,MALE,100
2018,Latvia,LOWSEC,FEMALE,100
2019,Latvia,LOWSEC,BOTHSEX,100
2019,Latvia,PRIMAR,FEMALE,100
2019,Latvia,LOWSEC,FEMALE,100
2006,Spain,PRIMAR,FEMALE,100
2006,Spain,LOWSEC,BOTHSEX,100
2006,Spain,LOWSEC,FEMALE,100
2006,Spain,LOWSEC,MALE,100
2006,Spain,SECOND,MALE,100
2007,Spain,SECOND,BOTHSEX,100
2007,Spain,UPPSEC,FEMALE,100
2007,Spain,UPPSEC,BOTHSEX,100
2007,Spain,SECOND,MALE,100
2007,Spain,SECOND,FEMALE,100
2019,Latvia,PRIMAR,MALE,100
2019,Latvia,PREPRI,MALE,100
2019,Latvia,SECOND,FEMALE,100
2019,Latvia,SECOND,MALE,100
2019,Latvia,UPPSEC,FEMALE,100
2019,Latvia,PREPRI,FEMALE,100
2019,Latvia,LOWSEC,MALE,100
2019,Latvia,PREPRI,BOTHSEX,100
2019,Latvia,PRIMAR,BOTHSEX,100
2019,Latvia,SECOND,BOTHSEX,100
2007,Spain,LOWSEC,MALE,100
2007,Spain,LOWSEC,FEMALE,100
2007,Spain,LOWSEC,BOTHSEX,100
2007,Spain,PRIMAR,BOTHSEX,100
2007,Spain,PRIMAR,FEMALE,100
2007,Spain,PRIMAR,MALE,100
2007,Spain,UPPSEC,MALE,100
2008,Spain,UPPSEC,MALE,100
2008,Spain,PRIMAR,MALE,100
2008,Spain,PRIMAR,FEMALE,100
2019,Latvia,UPPSEC,MALE,100
2019,Latvia,UPPSEC,BOTHSEX,100
2009,Lithuania,PREPRI,FEMALE,85.15869
2009,Lithuania,PRIMAR,FEMALE,94.3865
2009,Lithuania,PRIMAR,MALE,84.89426
2009,Lithuania,PREPRI,BOTHSEX,85.16731
2009,Lithuania,PRIMAR,BOTHSEX,94.07576
2009,Lithuania,PREPRI,MALE,86.88525
2009,Lithuania,SECOND,FEMALE,90.29993
2009,Lithuania,SECOND,MALE,84.38172
2008,Spain,PRIMAR,BOTHSEX,100
2008,Spain,LOWSEC,BOTHSEX,100
2008,Spain,LOWSEC,FEMALE,100
2008,Spain,LOWSEC,MALE,100
2008,Spain,SECOND,FEMALE,100
2008,Spain,SECOND,MALE,100
2008,Spain,UPPSEC,BOTHSEX,100
2008,Spain,UPPSEC,FEMALE,100
2008,Spain,SECOND,BOTHSEX,100
2009,Spain,SECOND,MALE,100
2009,Lithuania,SECOND,BOTHSEX,89.20046
2010,Lithuania,PRIMAR,MALE,85.27607
2010,Lithuania,PRIMAR,FEMALE,95.1874
2010,Lithuania,PREPRI,FEMALE,85.49062
2010,Lithuania,SECOND,BOTHSEX,91
2010,Lithuania,SECOND,MALE,85.75384
2010,Lithuania,SECOND,FEMALE,92.20002
2010,Lithuania,PREPRI,MALE,71.18644
2010,Lithuania,PRIMAR,BOTHSEX,94.84839
2010,Lithuania,PREPRI,BOTHSEX,85.42031
2009,Spain,LOWSEC,MALE,100
2009,Spain,LOWSEC,FEMALE,100
2009,Spain,LOWSEC,BOTHSEX,100
2009,Spain,PRIMAR,FEMALE,100
2009,Spain,PRIMAR,MALE,100
2009,Spain,UPPSEC,MALE,100
2009,Spain,PRIMAR,BOTHSEX,100
2009,Spain,SECOND,BOTHSEX,100
2009,Spain,UPPSEC,FEMALE,100
2009,Spain,UPPSEC,BOTHSEX,100
2011,Lithuania,PREPRI,MALE,83.33333
2011,Lithuania,SECOND,FEMALE,93.60117
2011,Lithuania,SECOND,MALE,88.25183
2011,Lithuania,SECOND,BOTHSEX,92.59893
2011,Lithuania,PREPRI,FEMALE,86.59007
2011,Lithuania,PRIMAR,FEMALE,96.00445
2011,Lithuania,PRIMAR,MALE,86.54434
2011,Lithuania,PREPRI,BOTHSEX,86.56729
2011,Lithuania,PRIMAR,BOTHSEX,95.67225
2012,Lithuania,SECOND,FEMALE,94.39933
2012,Lithuania,PREPRI,MALE,82.02247
2012,Lithuania,PRIMAR,BOTHSEX,95.8152
2012,Lithuania,PREPRI,BOTHSEX,86.59703
2012,Lithuania,PRIMAR,MALE,87.5
2012,Lithuania,PRIMAR,FEMALE,96.11516
2012,Lithuania,PREPRI,FEMALE,86.62973
2012,Lithuania,SECOND,BOTHSEX,93.5005
2012,Lithuania,SECOND,MALE,89.58972
2013,Lithuania,PRIMAR,MALE,83.79447
2013,Lithuania,PRIMAR,BOTHSEX,95.73016
2009,Spain,SECOND,FEMALE,100
2010,Spain,PRIMAR,MALE,100
2010,Spain,PRIMAR,FEMALE,100
2010,Spain,LOWSEC,BOTHSEX,100
2010,Spain,LOWSEC,FEMALE,100
2010,Spain,LOWSEC,MALE,100
2010,Spain,SECOND,MALE,100
2010,Spain,UPPSEC,MALE,100
2010,Spain,SECOND,FEMALE,100
2010,Spain,UPPSEC,BOTHSEX,100
2010,Spain,UPPSEC,FEMALE,100
2010,Spain,SECOND,BOTHSEX,100
2010,Spain,PRIMAR,BOTHSEX,100
2011,Spain,PRIMAR,BOTHSEX,100
2011,Spain,SECOND,BOTHSEX,100
2011,Spain,UPPSEC,FEMALE,100
2011,Spain,PRIMAR,FEMALE,100
2011,Spain,PRIMAR,MALE,100
2011,Spain,UPPSEC,MALE,100
2011,Spain,UPPSEC,BOTHSEX,100
2013,Lithuania,SECOND,FEMALE,94.7002
2013,Lithuania,SECOND,MALE,90.39146
2013,Lithuania,SECOND,BOTHSEX,93.90036
2013,Lithuania,PRIMAR,FEMALE,96.09012
2014,Lithuania,SECOND,MALE,91.06861
2014,Lithuania,SECOND,FEMALE,95.39856
2014,Lithuania,PRIMAR,BOTHSEX,95.32046
2014,Lithuania,PRIMAR,MALE,85.36585
2014,Lithuania,PRIMAR,FEMALE,95.61928
2014,Lithuania,SECOND,BOTHSEX,94.60089
2011,Spain,SECOND,FEMALE,100
2011,Spain,SECOND,MALE,100
2011,Spain,LOWSEC,MALE,100
2011,Spain,LOWSEC,FEMALE,100
2011,Spain,LOWSEC,BOTHSEX,100
2012,Spain,LOWSEC,MALE,100
2012,Spain,SECOND,MALE,100
2012,Spain,SECOND,FEMALE,100
2012,Spain,UPPSEC,BOTHSEX,100
2012,Spain,UPPSEC,FEMALE,100
2015,Lithuania,PRIMAR,BOTHSEX,94.54827
2015,Lithuania,PREPRI,BOTHSEX,97.42876
2015,Lithuania,SECOND,FEMALE,95.60068
2015,Lithuania,PREPRI,MALE,76.19048
2015,Lithuania,SECOND,MALE,91.81097
2015,Lithuania,SECOND,BOTHSEX,94.89885
