Year,GeoAreaName,Activity,Sex,Value
2014,Serbia,ISIC4_A,BOTHSEX,71.1
2014,Serbia,ISIC4_A,MALE,60.45
2014,Serbia,TOTAL,BOTHSEX,24.58
2014,Serbia,NONAGR,FEMALE,11.29
2014,Serbia,NONAGR,BOTHSEX,13.05
2014,Serbia,ISIC4_A,FEMALE,88.01
2015,Serbia,TOTAL,FEMALE,23.92
2015,Serbia,ISIC4_A,FEMALE,86.46
2015,Serbia,TOTAL,BOTHSEX,23.51
2015,Serbia,TOTAL,MALE,23.2
2015,Serbia,NONAGR,MALE,15.13
2015,Serbia,ISIC4_A,MALE,52.25
2015,Serbia,NONAGR,FEMALE,11.74
2015,Serbia,ISIC4_A,BOTHSEX,64.62
2015,Serbia,NONAGR,BOTHSEX,13.61
2016,Serbia,ISIC4_A,BOTHSEX,59.17
2016,Serbia,ISIC4_A,MALE,45.33
2016,Serbia,ISIC4_A,FEMALE,81.83
2016,Serbia,TOTAL,MALE,23.42
2016,Serbia,NONAGR,MALE,17.77
2016,Serbia,NONAGR,BOTHSEX,16.17
2016,Serbia,TOTAL,BOTHSEX,24.18
2016,Serbia,TOTAL,FEMALE,25.15
2016,Serbia,NONAGR,FEMALE,14.22
2017,Serbia,TOTAL,FEMALE,22.93
2017,Serbia,ISIC4_A,FEMALE,71.09
2017,Serbia,ISIC4_A,BOTHSEX,48.28
2017,Serbia,TOTAL,MALE,20.64
2017,Serbia,ISIC4_A,MALE,34.22
2017,Serbia,NONAGR,MALE,17.46
2017,Serbia,TOTAL,BOTHSEX,21.65
2017,Serbia,NONAGR,FEMALE,14.48
2017,Serbia,NONAGR,BOTHSEX,16.11
2018,Serbia,ISIC4_A,FEMALE,74.34
2018,Serbia,TOTAL,FEMALE,20.68
2018,Serbia,NONAGR,MALE,15.42
2018,Serbia,NONAGR,BOTHSEX,13.97
2018,Serbia,NONAGR,FEMALE,12.21
2018,Serbia,ISIC4_A,BOTHSEX,50.62
2018,Serbia,TOTAL,MALE,19.13
2018,Serbia,ISIC4_A,MALE,36.36
2018,Serbia,TOTAL,BOTHSEX,19.81
2020,Czechia,TOTAL,MALE,20.98
2020,Czechia,NONAGR,BOTHSEX,16.3
2020,Czechia,ISIC4_A,MALE,38.4
2020,Czechia,NONAGR,MALE,20.32
2020,Czechia,TOTAL,BOTHSEX,16.82
2020,Czechia,ISIC4_A,BOTHSEX,35.27
2020,Czechia,ISIC4_A,FEMALE,26.76
2020,Czechia,TOTAL,FEMALE,11.82
2019,Serbia,TOTAL,BOTHSEX,18.68
2019,Serbia,ISIC4_A,FEMALE,69.42
2019,Serbia,ISIC4_A,BOTHSEX,48.49
2019,Serbia,ISIC4_A,MALE,35.85
2019,Serbia,TOTAL,MALE,18.44
2019,Serbia,TOTAL,FEMALE,18.99
2019,Serbia,NONAGR,BOTHSEX,13.17
2019,Serbia,NONAGR,MALE,14.75
2019,Serbia,NONAGR,FEMALE,11.27
2020,Serbia,TOTAL,MALE,16.28
2020,Serbia,ISIC4_A,BOTHSEX,44.86
2020,Serbia,TOTAL,FEMALE,17.88
2020,Serbia,TOTAL,BOTHSEX,16.99
2020,Serbia,ISIC4_A,MALE,31.36
2020,Serbia,ISIC4_A,FEMALE,68.0
2020,Serbia,NONAGR,MALE,13.28
2020,Serbia,NONAGR,FEMALE,11.0
2020,Serbia,NONAGR,BOTHSEX,12.24
2007,Slovakia,ISIC4_A,FEMALE,15.16
2007,Slovakia,NONAGR,BOTHSEX,13.1
2007,Slovakia,TOTAL,FEMALE,10.3
2007,Slovakia,TOTAL,MALE,15.85
2007,Slovakia,NONAGR,MALE,15.7
2007,Slovakia,NONAGR,FEMALE,10.2
2007,Slovakia,TOTAL,BOTHSEX,13.25
2007,Slovakia,ISIC4_A,MALE,19.24
2007,Slovakia,ISIC4_A,BOTHSEX,18.06
2008,Slovakia,ISIC4_A,MALE,20.41
2008,Slovakia,TOTAL,MALE,16.88
2008,Slovakia,NONAGR,FEMALE,10.93
2008,Slovakia,ISIC4_A,BOTHSEX,16.54
2008,Slovakia,NONAGR,BOTHSEX,13.95
2008,Slovakia,TOTAL,BOTHSEX,14.03
2008,Slovakia,TOTAL,FEMALE,10.88
2008,Slovakia,ISIC4_A,FEMALE,8.19
2021,Czechia,NONAGR,FEMALE,11.44
2021,Czechia,NONAGR,BOTHSEX,16.32
2021,Czechia,ISIC4_A,BOTHSEX,32.25
2021,Czechia,TOTAL,MALE,20.94
2021,Czechia,TOTAL,BOTHSEX,16.76
2021,Czechia,NONAGR,MALE,20.35
2021,Czechia,ISIC4_A,FEMALE,20.46
2021,Czechia,TOTAL,FEMALE,11.6
2008,Slovakia,NONAGR,MALE,16.74
2009,Slovakia,TOTAL,FEMALE,8.59
2009,Slovakia,TOTAL,BOTHSEX,12.28
2009,Slovakia,ISIC4_A,BOTHSEX,12.66
2009,Slovakia,ISIC4_A,MALE,15.16
2009,Slovakia,NONAGR,FEMALE,8.63
2009,Slovakia,NONAGR,MALE,15.5
2009,Slovakia,TOTAL,MALE,15.49
2009,Slovakia,NONAGR,BOTHSEX,12.27
2010,Slovakia,TOTAL,MALE,16.04
2010,Slovakia,NONAGR,BOTHSEX,12.52
2010,Slovakia,ISIC4_A,FEMALE,13.37
2010,Slovakia,ISIC4_A,MALE,19.85
2010,Slovakia,TOTAL,FEMALE,8.83
2010,Slovakia,NONAGR,FEMALE,8.76
2010,Slovakia,ISIC4_A,BOTHSEX,18.17
2010,Slovakia,NONAGR,MALE,15.89
2010,Slovakia,TOTAL,BOTHSEX,12.67
2011,Slovakia,ISIC4_A,FEMALE,13.84
2011,Slovakia,ISIC4_A,MALE,21.71
2011,Slovakia,ISIC4_A,BOTHSEX,19.95
2011,Slovakia,NONAGR,BOTHSEX,13.71
2011,Slovakia,NONAGR,MALE,17.64
2011,Slovakia,NONAGR,FEMALE,9.32
2011,Slovakia,TOTAL,BOTHSEX,13.88
2011,Slovakia,TOTAL,FEMALE,9.38
2011,Slovakia,TOTAL,MALE,17.8
2012,Slovakia,ISIC4_A,MALE,29.12
2012,Slovakia,TOTAL,BOTHSEX,17.09
2012,Slovakia,NONAGR,MALE,21.51
2012,Slovakia,NONAGR,BOTHSEX,16.79
2012,Slovakia,ISIC4_A,BOTHSEX,27.2
2012,Slovakia,TOTAL,MALE,21.8
2012,Slovakia,ISIC4_A,FEMALE,21.82
2012,Slovakia,TOTAL,FEMALE,11.64
2012,Slovakia,NONAGR,FEMALE,11.48
2013,Slovakia,NONAGR,MALE,23.5
2013,Slovakia,NONAGR,BOTHSEX,18.39
2013,Slovakia,TOTAL,FEMALE,12.79
2013,Slovakia,ISIC4_A,FEMALE,28.72
2013,Slovakia,ISIC4_A,BOTHSEX,26.27
2013,Slovakia,NONAGR,FEMALE,12.56
2013,Slovakia,ISIC4_A,MALE,25.47
2013,Slovakia,TOTAL,BOTHSEX,18.6
2013,Slovakia,TOTAL,MALE,23.57
2014,Slovakia,NONAGR,BOTHSEX,15.76
2014,Slovakia,ISIC4_A,MALE,23.28
2014,Slovakia,TOTAL,FEMALE,10.48
2021,Czechia,ISIC4_A,MALE,37.04
2007,Denmark,ISIC4_A,MALE,38.94
2007,Denmark,TOTAL,MALE,9.77
2007,Denmark,NONAGR,MALE,9.05
2007,Denmark,TOTAL,FEMALE,6.16
2007,Denmark,NONAGR,FEMALE,6.0
2007,Denmark,NONAGR,BOTHSEX,7.63
2007,Denmark,TOTAL,BOTHSEX,8.11
2014,Slovakia,TOTAL,BOTHSEX,15.96
2014,Slovakia,ISIC4_A,BOTHSEX,23.71
2014,Slovakia,NONAGR,MALE,20.52
2014,Slovakia,NONAGR,FEMALE,10.26
2014,Slovakia,ISIC4_A,FEMALE,24.89
2014,Slovakia,TOTAL,MALE,20.61
2015,Slovakia,ISIC4_A,FEMALE,11.0
2015,Slovakia,TOTAL,BOTHSEX,15.33
2015,Slovakia,ISIC4_A,BOTHSEX,19.22
2015,Slovakia,TOTAL,FEMALE,10.04
2015,Slovakia,ISIC4_A,MALE,22.24
2015,Slovakia,NONAGR,MALE,19.68
2015,Slovakia,NONAGR,FEMALE,10.02
2015,Slovakia,NONAGR,BOTHSEX,15.23
2015,Slovakia,TOTAL,MALE,19.77
2016,Slovakia,TOTAL,FEMALE,11.8
2007,Denmark,ISIC4_A,FEMALE,27.01
2007,Denmark,ISIC4_A,BOTHSEX,36.49
2008,Denmark,NONAGR,FEMALE,5.89
2008,Denmark,TOTAL,MALE,9.35
2008,Denmark,NONAGR,MALE,8.54
2008,Denmark,TOTAL,FEMALE,6.21
2008,Denmark,ISIC4_A,BOTHSEX,46.17
2008,Denmark,ISIC4_A,FEMALE,34.9
2016,Slovakia,TOTAL,MALE,18.79
2016,Slovakia,NONAGR,FEMALE,11.82
2016,Slovakia,NONAGR,BOTHSEX,15.44
2016,Slovakia,NONAGR,MALE,18.59
2016,Slovakia,ISIC4_A,MALE,24.49
2016,Slovakia,TOTAL,BOTHSEX,15.57
2016,Slovakia,ISIC4_A,BOTHSEX,21.01
2017,Slovakia,NONAGR,FEMALE,14.75
2017,Slovakia,NONAGR,BOTHSEX,17.82
2017,Slovakia,NONAGR,MALE,20.52
2017,Slovakia,TOTAL,FEMALE,14.59
2017,Slovakia,ISIC4_A,MALE,32.03
2017,Slovakia,TOTAL,MALE,20.89
2017,Slovakia,ISIC4_A,BOTHSEX,24.63
2017,Slovakia,TOTAL,BOTHSEX,17.97
2018,Slovakia,TOTAL,BOTHSEX,15.68
2018,Slovakia,TOTAL,FEMALE,11.63
2018,Slovakia,NONAGR,FEMALE,11.76
2018,Slovakia,NONAGR,MALE,18.67
2018,Slovakia,ISIC4_A,BOTHSEX,25.28
2018,Slovakia,NONAGR,BOTHSEX,15.44
2018,Slovakia,TOTAL,MALE,19.15
2018,Slovakia,ISIC4_A,MALE,31.67
2019,Slovakia,NONAGR,BOTHSEX,16.7
2019,Slovakia,NONAGR,MALE,19.61
2019,Slovakia,NONAGR,FEMALE,13.35
2019,Slovakia,TOTAL,FEMALE,13.2
2019,Slovakia,ISIC4_A,BOTHSEX,20.47
2019,Slovakia,TOTAL,MALE,19.84
2019,Slovakia,ISIC4_A,MALE,26.14
2019,Slovakia,TOTAL,BOTHSEX,16.8
2020,Slovakia,NONAGR,MALE,19.07
2020,Slovakia,TOTAL,BOTHSEX,16.32
2020,Slovakia,ISIC4_A,BOTHSEX,30.82
2020,Slovakia,ISIC4_A,MALE,35.47
2020,Slovakia,TOTAL,FEMALE,12.44
2020,Slovakia,TOTAL,MALE,19.61
2020,Slovakia,NONAGR,FEMALE,12.44
2020,Slovakia,NONAGR,BOTHSEX,16.0
2007,Slovenia,NONAGR,MALE,3.87
2007,Slovenia,ISIC4_A,MALE,33.53
2007,Slovenia,TOTAL,BOTHSEX,4.05
2007,Slovenia,TOTAL,FEMALE,3.21
2007,Slovenia,NONAGR,FEMALE,2.81
2007,Slovenia,NONAGR,BOTHSEX,3.4
2007,Slovenia,TOTAL,MALE,4.72
2007,Slovenia,ISIC4_A,FEMALE,36.84
2007,Slovenia,ISIC4_A,BOTHSEX,34.35
2008,Denmark,ISIC4_A,MALE,52.04
2008,Denmark,TOTAL,BOTHSEX,7.9
2008,Denmark,NONAGR,BOTHSEX,7.31
2009,Denmark,TOTAL,BOTHSEX,10.91
2009,Denmark,NONAGR,MALE,11.18
2009,Denmark,TOTAL,FEMALE,10.71
2009,Denmark,NONAGR,BOTHSEX,10.94
2009,Denmark,TOTAL,MALE,11.1
2008,Slovenia,TOTAL,MALE,5.11
2008,Slovenia,TOTAL,BOTHSEX,4.3
2008,Slovenia,ISIC4_A,FEMALE,39.81
2008,Slovenia,NONAGR,FEMALE,2.97
2008,Slovenia,NONAGR,MALE,4.2
2008,Slovenia,ISIC4_A,BOTHSEX,38.41
2008,Slovenia,NONAGR,BOTHSEX,3.64
2008,Slovenia,ISIC4_A,MALE,38.02
2008,Slovenia,TOTAL,FEMALE,3.3
2009,Slovenia,TOTAL,MALE,4.49
2009,Slovenia,TOTAL,FEMALE,3.02
2009,Slovenia,NONAGR,BOTHSEX,2.93
2009,Slovenia,NONAGR,MALE,3.28
2009,Slovenia,NONAGR,FEMALE,2.51
2009,Slovenia,ISIC4_A,FEMALE,51.72
2009,Slovenia,ISIC4_A,MALE,45.16
2009,Slovenia,ISIC4_A,BOTHSEX,46.65
2009,Slovenia,TOTAL,BOTHSEX,3.84
2010,Slovenia,ISIC4_A,MALE,40.3
2010,Slovenia,NONAGR,MALE,3.87
2010,Slovenia,ISIC4_A,FEMALE,44.74
2010,Slovenia,TOTAL,MALE,4.9
2010,Slovenia,NONAGR,BOTHSEX,3.29
2010,Slovenia,TOTAL,BOTHSEX,4.06
2010,Slovenia,TOTAL,FEMALE,3.05
2010,Slovenia,ISIC4_A,BOTHSEX,41.36
2010,Slovenia,NONAGR,FEMALE,2.59
2011,Slovenia,NONAGR,BOTHSEX,4.18
2011,Slovenia,ISIC4_A,MALE,47.27
2011,Slovenia,NONAGR,FEMALE,3.28
2011,Slovenia,TOTAL,MALE,6.21
2011,Slovenia,TOTAL,BOTHSEX,5.04
2011,Slovenia,ISIC4_A,FEMALE,33.48
2011,Slovenia,NONAGR,MALE,4.94
2011,Slovenia,TOTAL,FEMALE,3.62
2011,Slovenia,ISIC4_A,BOTHSEX,44.0
2012,Slovenia,ISIC4_A,FEMALE,53.25
2012,Slovenia,NONAGR,FEMALE,3.22
2012,Slovenia,NONAGR,BOTHSEX,3.98
2012,Slovenia,TOTAL,MALE,6.25
2009,Denmark,NONAGR,FEMALE,10.68
2010,Denmark,ISIC4_A,BOTHSEX,9.99
2010,Denmark,NONAGR,MALE,12.2
2010,Denmark,TOTAL,BOTHSEX,11.19
2010,Denmark,TOTAL,MALE,12.18
2010,Denmark,TOTAL,FEMALE,10.14
2010,Denmark,ISIC4_A,MALE,10.46
2010,Denmark,NONAGR,FEMALE,10.14
2012,Slovenia,ISIC4_A,MALE,51.65
2012,Slovenia,TOTAL,FEMALE,3.86
2012,Slovenia,ISIC4_A,BOTHSEX,52.02
2012,Slovenia,NONAGR,MALE,4.61
2012,Slovenia,TOTAL,BOTHSEX,5.17
2013,Slovenia,ISIC4_A,BOTHSEX,54.2
2013,Slovenia,NONAGR,BOTHSEX,5.09
2013,Slovenia,ISIC4_A,MALE,53.45
2013,Slovenia,TOTAL,BOTHSEX,6.28
2013,Slovenia,ISIC4_A,FEMALE,56.8
2013,Slovenia,NONAGR,FEMALE,4.04
2013,Slovenia,NONAGR,MALE,5.99
2013,Slovenia,TOTAL,MALE,7.63
2013,Slovenia,TOTAL,FEMALE,4.67
2014,Slovenia,NONAGR,FEMALE,5.29
2014,Slovenia,TOTAL,BOTHSEX,8.38
2010,Denmark,NONAGR,BOTHSEX,11.2
2011,Denmark,TOTAL,MALE,9.36
2011,Denmark,NONAGR,BOTHSEX,6.46
2011,Denmark,TOTAL,BOTHSEX,7.16
2011,Denmark,NONAGR,MALE,8.13
2011,Denmark,ISIC4_A,BOTHSEX,52.38
2011,Denmark,TOTAL,FEMALE,4.66
2011,Denmark,NONAGR,FEMALE,4.61
2014,Slovenia,TOTAL,FEMALE,5.96
2014,Slovenia,ISIC4_A,FEMALE,57.34
2014,Slovenia,NONAGR,BOTHSEX,7.04
2014,Slovenia,NONAGR,MALE,8.47
2014,Slovenia,ISIC4_A,BOTHSEX,63.27
2014,Slovenia,TOTAL,MALE,10.32
2014,Slovenia,ISIC4_A,MALE,65.15
2015,Slovenia,TOTAL,BOTHSEX,7.24
2015,Slovenia,ISIC4_A,FEMALE,54.82
2015,Slovenia,NONAGR,BOTHSEX,6.07
2015,Slovenia,ISIC4_A,MALE,50.93
2015,Slovenia,TOTAL,MALE,8.64
2015,Slovenia,NONAGR,MALE,7.17
2015,Slovenia,TOTAL,FEMALE,5.49
2015,Slovenia,ISIC4_A,BOTHSEX,51.98
2015,Slovenia,NONAGR,FEMALE,4.71
2016,Slovenia,TOTAL,BOTHSEX,7.29
2016,Slovenia,TOTAL,FEMALE,5.97
2016,Slovenia,ISIC4_A,FEMALE,56.29
2016,Slovenia,NONAGR,BOTHSEX,6.29
2016,Slovenia,NONAGR,FEMALE,5.22
2016,Slovenia,ISIC4_A,MALE,48.26
2016,Slovenia,NONAGR,MALE,7.19
2016,Slovenia,ISIC4_A,BOTHSEX,50.66
2016,Slovenia,TOTAL,MALE,8.36
2017,Slovenia,ISIC4_A,BOTHSEX,51.83
2017,Slovenia,ISIC4_A,MALE,49.73
2017,Slovenia,TOTAL,BOTHSEX,7.69
2017,Slovenia,TOTAL,MALE,9.17
2017,Slovenia,NONAGR,MALE,7.96
2017,Slovenia,NONAGR,BOTHSEX,6.71
2017,Slovenia,ISIC4_A,FEMALE,57.64
2017,Slovenia,TOTAL,FEMALE,5.89
2017,Slovenia,NONAGR,FEMALE,5.22
2018,Slovenia,ISIC4_A,MALE,56.55
2018,Slovenia,TOTAL,FEMALE,4.66
2018,Slovenia,TOTAL,MALE,8.31
2018,Slovenia,NONAGR,MALE,6.84
2018,Slovenia,ISIC4_A,FEMALE,62.23
2018,Slovenia,NONAGR,FEMALE,3.78
2018,Slovenia,NONAGR,BOTHSEX,5.42
2018,Slovenia,ISIC4_A,BOTHSEX,58.28
2018,Slovenia,TOTAL,BOTHSEX,6.63
2019,Slovenia,TOTAL,MALE,8.74
2019,Slovenia,NONAGR,MALE,7.22
2019,Slovenia,NONAGR,BOTHSEX,5.92
2019,Slovenia,TOTAL,FEMALE,5.51
2019,Slovenia,ISIC4_A,BOTHSEX,58.14
2019,Slovenia,TOTAL,BOTHSEX,7.26
2019,Slovenia,NONAGR,FEMALE,4.42
2019,Slovenia,ISIC4_A,FEMALE,60.41
2019,Slovenia,ISIC4_A,MALE,56.9
2020,Slovenia,ISIC4_A,BOTHSEX,48.5
2020,Slovenia,NONAGR,MALE,7.01
2020,Slovenia,TOTAL,BOTHSEX,6.93
2020,Slovenia,TOTAL,MALE,8.32
2011,Denmark,ISIC4_A,MALE,55.16
2012,Denmark,NONAGR,FEMALE,6.4
2012,Denmark,ISIC4_A,MALE,53.46
2012,Denmark,NONAGR,BOTHSEX,10.31
2012,Denmark,NONAGR,MALE,13.75
2012,Denmark,TOTAL,BOTHSEX,10.81
2012,Denmark,ISIC4_A,BOTHSEX,48.82
2012,Denmark,TOTAL,MALE,14.58
2020,Slovenia,ISIC4_A,FEMALE,43.56
2020,Slovenia,NONAGR,FEMALE,4.54
2020,Slovenia,ISIC4_A,MALE,51.25
2020,Slovenia,TOTAL,FEMALE,5.3
2020,Slovenia,NONAGR,BOTHSEX,5.87
2021,Slovenia,TOTAL,FEMALE,6.33
2021,Slovenia,NONAGR,MALE,7.4
2021,Slovenia,ISIC4_A,MALE,50.81
2012,Denmark,TOTAL,FEMALE,6.45
2013,Denmark,TOTAL,BOTHSEX,10.87
2013,Denmark,NONAGR,BOTHSEX,10.26
2013,Denmark,TOTAL,MALE,14.69
2013,Denmark,ISIC4_A,FEMALE,39.99
2013,Denmark,NONAGR,FEMALE,6.51
2013,Denmark,ISIC4_A,BOTHSEX,49.49
2013,Denmark,NONAGR,MALE,13.72
2013,Denmark,ISIC4_A,MALE,50.69
2013,Denmark,TOTAL,FEMALE,6.63
2014,Denmark,ISIC4_A,MALE,27.19
2014,Denmark,TOTAL,FEMALE,7.31
2014,Denmark,NONAGR,MALE,14.85
2014,Denmark,NONAGR,FEMALE,7.29
2014,Denmark,TOTAL,BOTHSEX,11.36
2014,Denmark,NONAGR,BOTHSEX,11.27
2021,Slovenia,NONAGR,FEMALE,5.4
2021,Slovenia,NONAGR,BOTHSEX,6.46
2021,Slovenia,ISIC4_A,FEMALE,59.14
2021,Slovenia,TOTAL,BOTHSEX,7.74
2021,Slovenia,ISIC4_A,BOTHSEX,53.28
2021,Slovenia,TOTAL,MALE,8.95
2007,Spain,ISIC4_A,FEMALE,17.11
2007,Spain,NONAGR,FEMALE,26.17
2014,Denmark,TOTAL,MALE,14.97
2014,Denmark,ISIC4_A,BOTHSEX,25.72
2015,Denmark,NONAGR,FEMALE,7.34
2015,Denmark,TOTAL,MALE,14.18
2015,Denmark,NONAGR,MALE,13.63
2015,Denmark,ISIC4_A,MALE,45.44
2015,Denmark,TOTAL,BOTHSEX,10.97
2015,Denmark,NONAGR,BOTHSEX,10.66
2015,Denmark,TOTAL,FEMALE,7.32
2015,Denmark,ISIC4_A,BOTHSEX,40.95
2016,Denmark,ISIC4_A,BOTHSEX,36.53
2016,Denmark,ISIC4_A,FEMALE,31.14
2016,Denmark,NONAGR,MALE,7.52
2016,Denmark,NONAGR,BOTHSEX,6.61
2016,Denmark,NONAGR,FEMALE,5.63
2016,Denmark,TOTAL,MALE,8.52
2016,Denmark,TOTAL,BOTHSEX,7.26
2016,Denmark,TOTAL,FEMALE,5.88
2016,Denmark,ISIC4_A,MALE,37.98
2017,Denmark,TOTAL,BOTHSEX,6.96
2017,Denmark,ISIC4_A,MALE,33.19
2017,Denmark,TOTAL,FEMALE,5.36
2017,Denmark,TOTAL,MALE,8.41
2017,Denmark,NONAGR,FEMALE,5.38
2017,Denmark,NONAGR,BOTHSEX,6.57
2017,Denmark,ISIC4_A,BOTHSEX,26.73
2017,Denmark,NONAGR,MALE,7.67
2018,Denmark,TOTAL,FEMALE,5.81
2018,Denmark,ISIC4_A,FEMALE,37.6
2018,Denmark,TOTAL,MALE,9.59
2018,Denmark,NONAGR,BOTHSEX,7.24
2018,Denmark,ISIC4_A,MALE,34.23
2018,Denmark,NONAGR,FEMALE,5.57
2018,Denmark,ISIC4_A,BOTHSEX,34.84
2018,Denmark,NONAGR,MALE,8.79
2018,Denmark,TOTAL,BOTHSEX,7.79
2019,Denmark,ISIC4_A,FEMALE,31.62
2019,Denmark,TOTAL,FEMALE,5.91
2019,Denmark,TOTAL,MALE,9.2
2019,Denmark,TOTAL,BOTHSEX,7.63
2019,Denmark,NONAGR,MALE,7.81
2019,Denmark,ISIC4_A,MALE,42.65
2019,Denmark,NONAGR,FEMALE,5.57
2019,Denmark,ISIC4_A,BOTHSEX,40.13
2019,Denmark,NONAGR,BOTHSEX,6.73
2007,Estonia,NONAGR,FEMALE,4.68
2007,Estonia,TOTAL,FEMALE,5.17
2007,Estonia,TOTAL,MALE,8.16
2007,Estonia,ISIC4_A,MALE,31.49
2007,Estonia,TOTAL,BOTHSEX,6.68
2007,Estonia,ISIC4_A,BOTHSEX,26.34
2007,Estonia,ISIC4_A,FEMALE,17.97
2007,Estonia,NONAGR,MALE,6.69
2007,Estonia,NONAGR,BOTHSEX,5.69
2008,Estonia,NONAGR,MALE,6.73
2008,Estonia,ISIC4_A,MALE,20.15
2008,Estonia,NONAGR,FEMALE,4.3
2008,Estonia,ISIC4_A,BOTHSEX,20.13
2008,Estonia,ISIC4_A,FEMALE,20.07
2008,Estonia,TOTAL,MALE,7.49
2008,Estonia,TOTAL,FEMALE,4.71
2008,Estonia,NONAGR,BOTHSEX,5.49
2008,Estonia,TOTAL,BOTHSEX,6.1
2009,Estonia,ISIC4_A,BOTHSEX,16.36
2009,Estonia,TOTAL,MALE,5.89
2009,Estonia,ISIC4_A,FEMALE,15.02
2009,Estonia,NONAGR,MALE,5.1
2009,Estonia,TOTAL,FEMALE,3.61
2009,Estonia,TOTAL,BOTHSEX,4.7
2009,Estonia,NONAGR,BOTHSEX,4.13
2009,Estonia,ISIC4_A,MALE,16.99
2009,Estonia,NONAGR,FEMALE,3.28
2010,Estonia,ISIC4_A,FEMALE,10.17
2010,Estonia,TOTAL,BOTHSEX,3.83
2010,Estonia,NONAGR,MALE,3.75
2010,Estonia,TOTAL,MALE,4.69
2010,Estonia,ISIC4_A,BOTHSEX,15.43
2010,Estonia,ISIC4_A,MALE,18.05
2010,Estonia,TOTAL,FEMALE,3.05
2010,Estonia,NONAGR,BOTHSEX,3.26
2010,Estonia,NONAGR,FEMALE,2.83
2011,Estonia,ISIC4_A,BOTHSEX,13.02
2011,Estonia,ISIC4_A,MALE,14.05
2011,Estonia,NONAGR,BOTHSEX,4.99
2011,Estonia,ISIC4_A,FEMALE,10.9
2011,Estonia,TOTAL,MALE,6.05
2011,Estonia,NONAGR,FEMALE,4.62
2011,Estonia,TOTAL,BOTHSEX,5.42
2011,Estonia,TOTAL,FEMALE,4.83
2011,Estonia,NONAGR,MALE,5.42
2012,Estonia,TOTAL,FEMALE,4.68
2012,Estonia,NONAGR,MALE,4.53
2012,Estonia,NONAGR,FEMALE,4.59
2012,Estonia,ISIC4_A,BOTHSEX,11.02
2012,Estonia,TOTAL,MALE,5.03
2012,Estonia,ISIC4_A,MALE,12.8
2012,Estonia,ISIC4_A,FEMALE,7.53
2012,Estonia,TOTAL,BOTHSEX,4.85
2012,Estonia,NONAGR,BOTHSEX,4.56
2013,Estonia,NONAGR,BOTHSEX,4.35
2013,Estonia,TOTAL,BOTHSEX,4.79
2013,Estonia,ISIC4_A,FEMALE,10.19
2013,Estonia,TOTAL,FEMALE,3.7
2013,Estonia,ISIC4_A,MALE,14.68
2013,Estonia,ISIC4_A,BOTHSEX,13.39
2013,Estonia,NONAGR,FEMALE,3.52
2013,Estonia,TOTAL,MALE,5.91
2013,Estonia,NONAGR,MALE,5.25
2014,Estonia,ISIC4_A,FEMALE,10.79
2014,Estonia,NONAGR,MALE,6.65
2014,Estonia,NONAGR,BOTHSEX,6.39
2014,Estonia,TOTAL,MALE,7.25
2014,Estonia,TOTAL,FEMALE,6.24
2014,Estonia,NONAGR,FEMALE,6.14
2014,Estonia,TOTAL,BOTHSEX,6.75
2014,Estonia,ISIC4_A,MALE,16.5
2014,Estonia,ISIC4_A,BOTHSEX,14.95
2015,Estonia,TOTAL,FEMALE,3.96
2015,Estonia,NONAGR,FEMALE,3.82
2015,Estonia,ISIC4_A,BOTHSEX,8.84
2015,Estonia,ISIC4_A,MALE,8.35
2015,Estonia,NONAGR,BOTHSEX,3.69
2015,Estonia,TOTAL,BOTHSEX,3.91
2015,Estonia,ISIC4_A,FEMALE,10.18
2015,Estonia,TOTAL,MALE,3.85
2015,Estonia,NONAGR,MALE,3.56
2016,Estonia,TOTAL,FEMALE,4.31
2016,Estonia,TOTAL,BOTHSEX,3.81
2016,Estonia,NONAGR,BOTHSEX,3.68
2016,Estonia,NONAGR,FEMALE,4.19
2016,Estonia,NONAGR,MALE,3.17
2016,Estonia,TOTAL,MALE,3.33
2016,Estonia,ISIC4_A,FEMALE,9.04
2016,Estonia,ISIC4_A,MALE,5.76
2016,Estonia,ISIC4_A,BOTHSEX,6.69
2017,Estonia,NONAGR,BOTHSEX,3.02
2017,Estonia,ISIC4_A,MALE,5.64
2017,Estonia,ISIC4_A,FEMALE,9.6
2017,Estonia,TOTAL,MALE,2.99
2017,Estonia,TOTAL,FEMALE,3.35
2017,Estonia,ISIC4_A,BOTHSEX,6.84
2017,Estonia,TOTAL,BOTHSEX,3.17
2017,Estonia,NONAGR,MALE,2.84
2017,Estonia,NONAGR,FEMALE,3.21
2018,Estonia,NONAGR,FEMALE,3.54
2018,Estonia,NONAGR,BOTHSEX,2.44
2018,Estonia,NONAGR,MALE,1.33
2018,Estonia,ISIC4_A,MALE,3.8
2018,Estonia,TOTAL,MALE,1.46
2018,Estonia,ISIC4_A,BOTHSEX,3.67
2018,Estonia,TOTAL,FEMALE,3.54
2018,Estonia,TOTAL,BOTHSEX,2.49
2019,Estonia,NONAGR,MALE,7.51
2019,Estonia,ISIC4_A,BOTHSEX,8.48
2019,Estonia,TOTAL,BOTHSEX,6.16
2019,Estonia,NONAGR,FEMALE,4.66
2019,Estonia,ISIC4_A,FEMALE,5.16
2019,Estonia,NONAGR,BOTHSEX,6.08
2019,Estonia,ISIC4_A,MALE,10.18
