Year,GeoAreaName,Name of non-communicable disease,Sex,Value
2019,Tajikistan,CAR,BOTHSEX,23106
2019,Tajikistan,DIA,FEMALE,876
2019,Tajikistan,CAR,MALE,12380
2010,Poland,CAN,FEMALE,42979
2010,Poland,CAR,MALE,82307
2010,Poland,RES,MALE,10692
2010,Poland,DIA,MALE,2925
2010,Poland,CAN,MALE,55273
2010,Poland,CAR,FEMALE,94770
2015,Poland,CAN,MALE,59829
2015,Poland,CAR,MALE,84105
2015,Poland,RES,MALE,11305
2015,Poland,DIA,MALE,3780
2015,Poland,DIA,FEMALE,5048
2015,Poland,CAN,FEMALE,47695
2015,Poland,CAN,BOTHSEX,107524
2015,Poland,CAR,BOTHSEX,184732
2015,Poland,RES,BOTHSEX,18976
2015,Poland,DIA,BOTHSEX,8828
2015,Poland,CAR,FEMALE,100627
2015,Poland,RES,FEMALE,7670
2019,Tajikistan,DIA,MALE,864
2019,Tajikistan,CAN,MALE,2061
2019,Tajikistan,RES,MALE,950
2019,Tajikistan,DIA,BOTHSEX,1740
2019,Tajikistan,CAN,BOTHSEX,3847
2019,Tajikistan,RES,BOTHSEX,1743
2019,Tajikistan,RES,FEMALE,793
2019,Tajikistan,CAR,FEMALE,10726
2019,Tajikistan,CAN,FEMALE,1786
2019,Poland,CAN,MALE,60805
2019,Poland,RES,BOTHSEX,17137
2019,Poland,CAR,FEMALE,95638
2019,Poland,CAN,BOTHSEX,110704
2019,Poland,CAR,MALE,77196
2019,Poland,RES,MALE,9949
2019,Poland,RES,FEMALE,7188
2019,Poland,DIA,FEMALE,5664
2019,Poland,CAN,FEMALE,49899
2019,Poland,DIA,MALE,4663
2019,Poland,DIA,BOTHSEX,10327
2019,Poland,CAR,BOTHSEX,172834
2000,Portugal,CAN,BOTHSEX,24656
2000,Portugal,CAR,BOTHSEX,46150
2000,Portugal,CAR,MALE,20804
2000,Portugal,RES,MALE,4399
2000,Portugal,DIA,MALE,1474
2000,Portugal,CAN,MALE,14663
2000,Portugal,DIA,BOTHSEX,3591
2000,Portugal,RES,BOTHSEX,8180
2000,Portugal,RES,FEMALE,3782
2000,Portugal,CAR,FEMALE,25346
2000,Portugal,DIA,FEMALE,2117
2000,Portugal,CAN,FEMALE,9993
2005,Portugal,DIA,MALE,2025
2005,Portugal,RES,FEMALE,3830
2005,Portugal,CAN,BOTHSEX,26609
2019,Norway,CAR,FEMALE,5404
2019,Norway,RES,MALE,1699
2019,Norway,CAN,MALE,6152
2000,Poland,RES,BOTHSEX,15486
2000,Poland,CAR,BOTHSEX,182761
2000,Poland,DIA,FEMALE,3317
2000,Poland,CAN,FEMALE,38641
2000,Poland,CAR,FEMALE,96317
2000,Poland,DIA,BOTHSEX,5516
2005,Portugal,CAN,MALE,15808
2005,Portugal,RES,MALE,4471
2005,Portugal,CAR,MALE,18401
2005,Portugal,CAR,BOTHSEX,41588
2005,Portugal,RES,BOTHSEX,8301
2005,Portugal,DIA,BOTHSEX,4803
2005,Portugal,DIA,FEMALE,2778
2005,Portugal,CAR,FEMALE,23187
2005,Portugal,CAN,FEMALE,10801
2010,Portugal,CAR,MALE,15982
2010,Portugal,RES,MALE,4369
2010,Portugal,CAN,MALE,16823
2010,Portugal,DIA,BOTHSEX,5250
2010,Portugal,RES,FEMALE,3884
2010,Portugal,CAR,BOTHSEX,36165
2010,Portugal,RES,BOTHSEX,8254
2010,Portugal,CAN,BOTHSEX,27916
2010,Portugal,DIA,FEMALE,3010
2000,Türkiye,CAN,BOTHSEX,63949
2000,Türkiye,CAR,BOTHSEX,97655
2000,Türkiye,DIA,FEMALE,9316
2000,Türkiye,RES,FEMALE,6435
2000,Türkiye,CAR,FEMALE,47375
2000,Türkiye,DIA,BOTHSEX,15577
2000,Türkiye,RES,BOTHSEX,14820
2000,Türkiye,RES,MALE,8385
2000,Türkiye,CAR,MALE,50280
2010,Portugal,CAN,FEMALE,11093
2010,Portugal,DIA,MALE,2241
2010,Portugal,CAR,FEMALE,20183
2015,Portugal,DIA,BOTHSEX,4725
2015,Portugal,CAN,BOTHSEX,28443
2015,Portugal,CAR,FEMALE,18589
2015,Portugal,RES,FEMALE,3987
2015,Portugal,DIA,FEMALE,2682
2015,Portugal,CAR,MALE,14860
2000,Türkiye,DIA,MALE,6260
2000,Türkiye,CAN,MALE,39396
2000,Türkiye,CAN,FEMALE,24553
2005,Türkiye,DIA,BOTHSEX,16305
2005,Türkiye,CAR,BOTHSEX,97524
2005,Türkiye,CAN,FEMALE,25428
2005,Türkiye,RES,FEMALE,6895
2005,Türkiye,CAR,FEMALE,47088
2005,Türkiye,RES,BOTHSEX,17564
2005,Türkiye,DIA,FEMALE,9308
2005,Türkiye,CAN,BOTHSEX,70306
2005,Türkiye,CAN,MALE,44878
2005,Türkiye,RES,MALE,10669
2005,Türkiye,DIA,MALE,6997
2005,Türkiye,CAR,MALE,50436
2010,Türkiye,RES,BOTHSEX,22713
2010,Türkiye,CAN,BOTHSEX,94356
2010,Türkiye,CAR,BOTHSEX,118235
2015,Portugal,DIA,MALE,2043
2015,Portugal,CAN,MALE,17038
2015,Portugal,RES,BOTHSEX,8253
2015,Portugal,CAR,BOTHSEX,33450
2015,Portugal,CAN,FEMALE,11405
2015,Portugal,RES,MALE,4265
2019,Portugal,CAR,FEMALE,17711
2019,Portugal,CAN,MALE,17415
2019,Portugal,CAN,BOTHSEX,29030
2010,Türkiye,DIA,BOTHSEX,21116
2010,Türkiye,CAR,FEMALE,65719
2010,Türkiye,CAR,MALE,52516
2010,Türkiye,RES,FEMALE,9634
2010,Türkiye,DIA,FEMALE,12931
2010,Türkiye,CAN,FEMALE,33199
2010,Türkiye,DIA,MALE,8186
2010,Türkiye,RES,MALE,13079
2010,Türkiye,CAN,MALE,61157
2019,Portugal,CAR,BOTHSEX,32630
2019,Portugal,RES,BOTHSEX,8386
2019,Portugal,DIA,BOTHSEX,4395
2019,Portugal,DIA,FEMALE,2522
2019,Portugal,CAN,FEMALE,11615
2019,Portugal,RES,FEMALE,3994
2019,Portugal,CAR,MALE,14918
2019,Portugal,DIA,MALE,1873
2019,Portugal,RES,MALE,4392
2015,Türkiye,CAN,BOTHSEX,110297
2015,Türkiye,CAR,BOTHSEX,139266
2015,Türkiye,DIA,BOTHSEX,21780
2015,Türkiye,RES,BOTHSEX,26614
2015,Türkiye,RES,MALE,15170
2015,Türkiye,CAR,MALE,61270
2015,Türkiye,RES,FEMALE,11444
2015,Türkiye,CAN,FEMALE,38595
2015,Türkiye,CAR,FEMALE,77996
2000,Romania,CAR,BOTHSEX,155767
2000,Romania,CAN,BOTHSEX,41086
2000,Romania,RES,BOTHSEX,9585
2000,Romania,RES,MALE,5907
2000,Romania,CAN,MALE,23715
2000,Romania,DIA,MALE,793
2000,Romania,DIA,BOTHSEX,1879
2000,Romania,RES,FEMALE,3679
2000,Romania,DIA,FEMALE,1086
2015,Türkiye,DIA,FEMALE,13361
2015,Türkiye,DIA,MALE,8419
2015,Türkiye,CAN,MALE,71702
2019,Türkiye,RES,BOTHSEX,28647
2019,Türkiye,CAN,BOTHSEX,122270
2019,Türkiye,DIA,BOTHSEX,23888
2019,Türkiye,CAR,MALE,67006
2019,Türkiye,CAN,MALE,78248
2019,Türkiye,RES,MALE,15923
2019,Türkiye,CAR,BOTHSEX,155474
2019,Türkiye,CAR,FEMALE,88468
2019,Türkiye,RES,FEMALE,12724
2019,Türkiye,CAN,FEMALE,44022
2019,Türkiye,DIA,MALE,9067
2019,Türkiye,DIA,FEMALE,14821
2000,Turkmenistan,RES,BOTHSEX,654
2000,Turkmenistan,DIA,BOTHSEX,584
2000,Turkmenistan,DIA,MALE,285
2000,Turkmenistan,CAR,MALE,8075
2000,Turkmenistan,RES,MALE,367
2000,Turkmenistan,CAN,FEMALE,1346
2000,Turkmenistan,CAN,BOTHSEX,2732
2000,Turkmenistan,CAR,BOTHSEX,15571
2000,Turkmenistan,CAR,FEMALE,7496
2000,Turkmenistan,RES,FEMALE,287
2000,Turkmenistan,DIA,FEMALE,299
2000,Turkmenistan,CAN,MALE,1386
2005,Turkmenistan,CAR,BOTHSEX,19457
2005,Turkmenistan,RES,FEMALE,250
2005,Turkmenistan,CAR,MALE,10350
2005,Turkmenistan,RES,MALE,349
2005,Turkmenistan,RES,BOTHSEX,599
2005,Turkmenistan,DIA,MALE,374
2005,Turkmenistan,CAN,MALE,1612
2005,Turkmenistan,DIA,BOTHSEX,751
2005,Turkmenistan,CAN,BOTHSEX,3262
2000,Romania,CAN,FEMALE,17371
2000,Romania,CAR,FEMALE,81710
2000,Romania,CAR,MALE,74057
2005,Romania,CAN,BOTHSEX,45205
2005,Romania,CAR,BOTHSEX,165065
2005,Romania,DIA,BOTHSEX,2159
2005,Romania,RES,MALE,6054
2005,Romania,CAR,MALE,77619
2005,Romania,DIA,FEMALE,1195
2005,Turkmenistan,CAR,FEMALE,9107
2005,Turkmenistan,CAN,FEMALE,1650
2005,Turkmenistan,DIA,FEMALE,377
2010,Turkmenistan,CAN,FEMALE,1812
2010,Turkmenistan,DIA,FEMALE,373
2010,Turkmenistan,RES,MALE,217
2010,Turkmenistan,CAN,MALE,1741
2010,Turkmenistan,CAR,MALE,8521
2010,Turkmenistan,CAN,BOTHSEX,3554
2010,Turkmenistan,RES,BOTHSEX,392
2010,Turkmenistan,CAR,BOTHSEX,15969
2010,Turkmenistan,DIA,BOTHSEX,721
2010,Turkmenistan,CAR,FEMALE,7448
2010,Turkmenistan,RES,FEMALE,174
2010,Turkmenistan,DIA,MALE,348
2015,Turkmenistan,DIA,FEMALE,429
2015,Turkmenistan,CAR,FEMALE,7538
2015,Turkmenistan,RES,FEMALE,166
2015,Turkmenistan,RES,MALE,186
2015,Turkmenistan,DIA,MALE,370
2015,Turkmenistan,CAR,BOTHSEX,15655
2015,Turkmenistan,CAN,BOTHSEX,4059
2015,Turkmenistan,RES,BOTHSEX,352
2015,Turkmenistan,DIA,BOTHSEX,799
2015,Turkmenistan,CAN,FEMALE,2070
2015,Turkmenistan,CAN,MALE,1989
2015,Turkmenistan,CAR,MALE,8117
2019,Turkmenistan,RES,FEMALE,182
2019,Turkmenistan,DIA,FEMALE,472
2019,Turkmenistan,CAN,FEMALE,2135
2019,Turkmenistan,DIA,BOTHSEX,903
2019,Turkmenistan,CAN,MALE,2084
2019,Turkmenistan,CAR,BOTHSEX,16259
2019,Turkmenistan,RES,BOTHSEX,387
2019,Turkmenistan,CAN,BOTHSEX,4218
2019,Turkmenistan,CAR,FEMALE,7775
2019,Turkmenistan,DIA,MALE,431
2019,Turkmenistan,RES,MALE,205
2019,Turkmenistan,CAR,MALE,8484
2000,Ukraine,CAN,BOTHSEX,126742
2000,Ukraine,CAR,BOTHSEX,440855
2000,Ukraine,RES,BOTHSEX,28281
2000,Ukraine,CAR,MALE,186125
2000,Ukraine,DIA,MALE,1566
2000,Ukraine,CAR,FEMALE,254730
2000,Ukraine,DIA,BOTHSEX,3760
2000,Ukraine,CAN,FEMALE,58190
2000,Ukraine,RES,FEMALE,9138
2000,Ukraine,DIA,FEMALE,2194
2000,Ukraine,CAN,MALE,68552
2000,Ukraine,RES,MALE,19142
2005,Ukraine,DIA,BOTHSEX,3529
2005,Ukraine,RES,BOTHSEX,20172
2005,Ukraine,CAN,MALE,63468
2005,Romania,RES,BOTHSEX,9628
2005,Romania,CAN,FEMALE,18839
2005,Romania,CAR,FEMALE,87446
2005,Romania,RES,FEMALE,3573
2005,Romania,CAN,MALE,26365
2005,Romania,DIA,MALE,964
2010,Romania,CAN,BOTHSEX,47775
2010,Romania,RES,BOTHSEX,8881
2010,Romania,DIA,MALE,1100
2005,Ukraine,RES,MALE,14030
2005,Ukraine,DIA,MALE,1530
2005,Ukraine,CAR,MALE,214103
2005,Ukraine,CAN,BOTHSEX,116949
2005,Ukraine,CAR,BOTHSEX,477508
2005,Ukraine,CAN,FEMALE,53481
2005,Ukraine,CAR,FEMALE,263405
2005,Ukraine,DIA,FEMALE,1999
2005,Ukraine,RES,FEMALE,6142
2010,Ukraine,CAR,BOTHSEX,450957
2010,Ukraine,DIA,MALE,1273
2010,Ukraine,CAN,MALE,58669
2010,Ukraine,CAR,MALE,194757
2010,Ukraine,RES,MALE,8982
2010,Ukraine,CAN,FEMALE,50677
2010,Ukraine,CAN,BOTHSEX,109346
2010,Ukraine,RES,BOTHSEX,13670
2010,Ukraine,DIA,BOTHSEX,2998
2010,Romania,RES,MALE,5651
2010,Romania,CAR,BOTHSEX,157465
2010,Romania,DIA,BOTHSEX,2482
2010,Romania,CAN,FEMALE,19449
2010,Romania,RES,FEMALE,3231
2010,Romania,DIA,FEMALE,1382
2010,Romania,CAR,FEMALE,83637
2010,Romania,CAR,MALE,73828
2010,Romania,CAN,MALE,28326
2010,Ukraine,DIA,FEMALE,1725
2010,Ukraine,RES,FEMALE,4688
2010,Ukraine,CAR,FEMALE,256201
2015,Ukraine,CAN,MALE,53950
2015,Ukraine,DIA,FEMALE,1503
2015,Ukraine,CAR,BOTHSEX,403299
2015,Ukraine,RES,BOTHSEX,9973
2015,Ukraine,DIA,BOTHSEX,2648
2015,Ukraine,CAN,BOTHSEX,99269
2015,Romania,RES,FEMALE,3555
2015,Romania,DIA,BOTHSEX,2528
2015,Romania,CAN,BOTHSEX,51793
2015,Romania,CAR,BOTHSEX,152527
2015,Romania,CAR,FEMALE,82099
2015,Romania,DIA,FEMALE,1346
2015,Romania,CAN,FEMALE,21396
2015,Romania,CAN,MALE,30397
2015,Romania,RES,MALE,5985
2015,Romania,DIA,MALE,1182
2015,Romania,CAR,MALE,70428
2015,Romania,RES,BOTHSEX,9540
2019,Romania,RES,FEMALE,3576
2019,Romania,CAN,FEMALE,21716
2019,Romania,RES,BOTHSEX,9786
2019,Romania,RES,MALE,6210
2019,Romania,CAN,MALE,30011
2019,Romania,DIA,MALE,1210
2015,Ukraine,CAN,FEMALE,45319
2015,Ukraine,RES,FEMALE,3768
2015,Ukraine,CAR,FEMALE,228241
2015,Ukraine,DIA,MALE,1145
2015,Ukraine,CAR,MALE,175058
2015,Ukraine,RES,MALE,6205
2019,Ukraine,DIA,FEMALE,1488
2019,Ukraine,CAN,FEMALE,42614
2019,Ukraine,CAN,MALE,53329
2019,Ukraine,CAR,MALE,168101
2019,Ukraine,DIA,MALE,1183
2019,Ukraine,DIA,BOTHSEX,2671
2019,Ukraine,RES,BOTHSEX,10291
2019,Ukraine,CAR,BOTHSEX,382502
2019,Ukraine,RES,FEMALE,3788
2019,Ukraine,CAR,FEMALE,214401
2019,Ukraine,RES,MALE,6503
2019,Ukraine,CAN,BOTHSEX,95943
2019,Romania,DIA,FEMALE,1509
2019,Romania,CAR,FEMALE,77546
2019,Romania,DIA,BOTHSEX,2719
2019,Romania,CAR,BOTHSEX,144486
2019,Romania,CAN,BOTHSEX,51727
2019,Romania,CAR,MALE,66940
2000,Serbia,DIA,BOTHSEX,2954
2000,Serbia,CAR,BOTHSEX,69118
2000,Serbia,RES,BOTHSEX,5274
2000,North Macedonia,CAN,MALE,2297
2000,North Macedonia,DIA,BOTHSEX,690
2000,North Macedonia,CAN,BOTHSEX,3852
2000,North Macedonia,CAR,BOTHSEX,12576
2000,North Macedonia,DIA,FEMALE,397
2000,North Macedonia,CAN,FEMALE,1554
2000,North Macedonia,DIA,MALE,293
2000,North Macedonia,CAR,MALE,6327
2000,North Macedonia,RES,MALE,455
2000,Serbia,CAN,BOTHSEX,21480
2000,Serbia,CAR,FEMALE,37345
2000,Serbia,DIA,MALE,1253
2000,Serbia,RES,FEMALE,2070
2000,Serbia,CAR,MALE,31773
2000,Serbia,DIA,FEMALE,1700
2000,Serbia,CAN,FEMALE,9198
2000,Serbia,CAN,MALE,12282
2000,Serbia,RES,MALE,3204
2000,North Macedonia,CAR,FEMALE,6249
2000,North Macedonia,RES,FEMALE,311
2000,North Macedonia,RES,BOTHSEX,766
2005,North Macedonia,DIA,FEMALE,519
2005,North Macedonia,CAR,FEMALE,7188
2005,North Macedonia,RES,FEMALE,417
2005,North Macedonia,DIA,MALE,388
2005,North Macedonia,CAR,MALE,6741
2005,North Macedonia,RES,MALE,585
2005,Serbia,CAN,BOTHSEX,22941
2005,Serbia,DIA,BOTHSEX,2901
2005,Serbia,RES,MALE,3100
2005,Serbia,RES,BOTHSEX,4864
2005,Serbia,DIA,MALE,1220
2005,Serbia,CAR,MALE,30856
2005,Serbia,CAN,FEMALE,9900
2005,Serbia,CAR,FEMALE,36636
2005,Serbia,RES,FEMALE,1764
2005,Serbia,DIA,FEMALE,1681
2005,Serbia,CAN,MALE,13041
2005,Serbia,CAR,BOTHSEX,67493
2010,Serbia,DIA,BOTHSEX,3622
2010,Serbia,RES,BOTHSEX,4653
2010,Serbia,CAN,BOTHSEX,24758
2010,Serbia,CAR,MALE,28192
2010,Serbia,RES,MALE,2836
2010,Serbia,DIA,MALE,1567
2010,Serbia,CAR,BOTHSEX,61791
2010,Serbia,CAR,FEMALE,33599
2010,Serbia,DIA,FEMALE,2054
2010,Serbia,CAN,FEMALE,10442
2010,Serbia,RES,FEMALE,1817
2010,Serbia,CAN,MALE,14316
2015,Serbia,CAN,BOTHSEX,25676
2015,Serbia,DIA,FEMALE,1958
2015,Serbia,CAN,MALE,15002
2005,North Macedonia,CAR,BOTHSEX,13929
2005,North Macedonia,RES,BOTHSEX,1002
2005,North Macedonia,DIA,BOTHSEX,907
2005,North Macedonia,CAN,BOTHSEX,4083
2005,North Macedonia,CAN,FEMALE,1629
2005,North Macedonia,CAN,MALE,2454
2010,North Macedonia,RES,MALE,549
2010,North Macedonia,DIA,BOTHSEX,941
2010,North Macedonia,RES,BOTHSEX,956
2010,North Macedonia,CAN,FEMALE,1872
2010,North Macedonia,CAR,FEMALE,7150
2010,North Macedonia,CAN,BOTHSEX,4679
2010,North Macedonia,CAR,BOTHSEX,14042
2010,North Macedonia,CAN,MALE,2807
2010,North Macedonia,DIA,MALE,390
2010,North Macedonia,CAR,MALE,6892
2010,North Macedonia,RES,FEMALE,406
2010,North Macedonia,DIA,FEMALE,551
2015,Serbia,CAR,MALE,28378
2015,Serbia,DIA,BOTHSEX,3554
2015,Serbia,RES,BOTHSEX,5878
2015,Serbia,CAR,FEMALE,33451
2015,Serbia,CAN,FEMALE,10674
2015,Serbia,RES,FEMALE,2350
2015,Serbia,CAR,BOTHSEX,61829
2015,Serbia,RES,MALE,3528
2015,Serbia,DIA,MALE,1596
2015,North Macedonia,CAR,BOTHSEX,14776
2015,North Macedonia,CAN,FEMALE,1883
2015,North Macedonia,DIA,FEMALE,652
2015,North Macedonia,CAR,MALE,7080
2015,North Macedonia,RES,MALE,645
2015,North Macedonia,RES,FEMALE,442
2015,North Macedonia,CAN,BOTHSEX,4732
2015,North Macedonia,RES,BOTHSEX,1087
2015,North Macedonia,DIA,BOTHSEX,1098
2015,North Macedonia,CAN,MALE,2849
2015,North Macedonia,DIA,MALE,446
2015,North Macedonia,CAR,FEMALE,7696
2019,North Macedonia,DIA,FEMALE,707
2019,North Macedonia,CAR,FEMALE,8067
2019,North Macedonia,CAN,FEMALE,1952
2019,North Macedonia,RES,FEMALE,484
2019,North Macedonia,DIA,MALE,482
2019,North Macedonia,RES,BOTHSEX,1188
2019,Serbia,RES,BOTHSEX,5548
2019,Serbia,RES,FEMALE,2283
2019,Serbia,DIA,FEMALE,2389
2019,Serbia,DIA,MALE,1853
2019,Serbia,CAN,MALE,14882
2019,Serbia,RES,MALE,3265
2019,Serbia,CAN,BOTHSEX,26020
2019,Serbia,DIA,BOTHSEX,4242
2019,Serbia,CAR,FEMALE,31965
2019,North Macedonia,CAR,BOTHSEX,15472
2019,North Macedonia,CAN,BOTHSEX,4869
2019,North Macedonia,RES,MALE,703
2019,North Macedonia,DIA,BOTHSEX,1188
2019,North Macedonia,CAN,MALE,2917
2019,North Macedonia,CAR,MALE,7405
2000,Uzbekistan,CAN,FEMALE,6608
2000,Uzbekistan,RES,FEMALE,2871
2000,Uzbekistan,CAR,MALE,40736
2000,Uzbekistan,CAN,MALE,6731
2000,Uzbekistan,RES,MALE,3288
2000,Uzbekistan,CAR,FEMALE,46679
2000,Uzbekistan,DIA,BOTHSEX,4034
2000,Uzbekistan,CAR,BOTHSEX,87415
2000,Uzbekistan,RES,BOTHSEX,6159
2000,Uzbekistan,CAN,BOTHSEX,13340
2000,Uzbekistan,DIA,FEMALE,2008
2000,Uzbekistan,DIA,MALE,2026
2005,Uzbekistan,CAR,FEMALE,52387
2005,Uzbekistan,CAN,FEMALE,6820
2005,Uzbekistan,RES,FEMALE,2272
2005,Uzbekistan,RES,MALE,2650
2005,Uzbekistan,CAN,MALE,6628
2005,Uzbekistan,RES,BOTHSEX,4922
2005,Uzbekistan,DIA,BOTHSEX,5518
2005,Uzbekistan,CAR,BOTHSEX,101916
2005,Uzbekistan,CAN,BOTHSEX,13449
2019,Serbia,CAN,FEMALE,11139
2019,Serbia,CAR,BOTHSEX,59307
2019,Serbia,CAR,MALE,27341
2000,Slovakia,CAN,MALE,6979
2000,Slovakia,CAR,MALE,13208
2000,Slovakia,DIA,MALE,318
2000,Slovakia,RES,MALE,788
2000,Slovakia,RES,FEMALE,413
2000,Slovakia,DIA,FEMALE,435
2005,Uzbekistan,DIA,FEMALE,2823
2005,Uzbekistan,DIA,MALE,2695
2005,Uzbekistan,CAR,MALE,49529
2010,Uzbekistan,RES,BOTHSEX,3029
2010,Uzbekistan,CAN,FEMALE,6787
2010,Uzbekistan,CAR,FEMALE,46574
2010,Uzbekistan,RES,FEMALE,1405
2010,Uzbekistan,RES,MALE,1624
2010,Uzbekistan,DIA,FEMALE,2842
2010,Uzbekistan,CAR,BOTHSEX,95225
2010,Uzbekistan,DIA,BOTHSEX,5642
2010,Uzbekistan,CAN,BOTHSEX,13104
2010,Uzbekistan,CAR,MALE,48651
2010,Uzbekistan,DIA,MALE,2800
2010,Uzbekistan,CAN,MALE,6318
2015,Uzbekistan,DIA,FEMALE,3359
2015,Uzbekistan,CAR,FEMALE,46805
2015,Uzbekistan,RES,FEMALE,1408
2015,Uzbekistan,CAN,MALE,7426
2015,Uzbekistan,DIA,MALE,3220
2015,Uzbekistan,RES,BOTHSEX,3020
2015,Uzbekistan,CAR,BOTHSEX,97714
2015,Uzbekistan,CAN,BOTHSEX,15499
2015,Uzbekistan,RES,MALE,1612
2015,Uzbekistan,CAR,MALE,50910
2015,Uzbekistan,CAN,FEMALE,8074
2015,Uzbekistan,DIA,BOTHSEX,6579
2019,Uzbekistan,RES,BOTHSEX,3303
2019,Uzbekistan,CAR,BOTHSEX,97141
2019,Uzbekistan,CAN,FEMALE,8624
2019,Uzbekistan,CAR,FEMALE,46169
2019,Uzbekistan,DIA,FEMALE,3691
2019,Uzbekistan,RES,MALE,1766
2019,Uzbekistan,CAN,BOTHSEX,16652
2019,Uzbekistan,RES,FEMALE,1537
2019,Uzbekistan,DIA,BOTHSEX,7223
2000,Slovakia,CAR,BOTHSEX,28161
2000,Slovakia,RES,BOTHSEX,1201
2000,Slovakia,DIA,BOTHSEX,754
2000,Slovakia,CAN,BOTHSEX,11868
2000,Slovakia,CAN,FEMALE,4889
2000,Slovakia,CAR,FEMALE,14952
2005,Slovakia,RES,BOTHSEX,1272
2005,Slovakia,CAN,MALE,7008
2005,Slovakia,CAR,MALE,13338
2005,Slovakia,CAN,BOTHSEX,11951
2005,Slovakia,RES,MALE,822
2005,Slovakia,DIA,BOTHSEX,728
2005,Slovakia,RES,FEMALE,450
2005,Slovakia,CAR,FEMALE,15494
2005,Slovakia,CAN,FEMALE,4943
2005,Slovakia,DIA,FEMALE,414
2005,Slovakia,CAR,BOTHSEX,28831
2005,Slovakia,DIA,MALE,314
2010,Slovakia,CAN,FEMALE,5129
2010,Slovakia,DIA,FEMALE,384
2010,Slovakia,CAR,FEMALE,15570
2010,Slovakia,CAN,BOTHSEX,12228
2010,Slovakia,DIA,BOTHSEX,656
2010,Slovakia,RES,MALE,920
2010,Slovakia,DIA,MALE,272
2010,Slovakia,CAN,MALE,7099
2010,Slovakia,CAR,MALE,12707
2010,Slovakia,CAR,BOTHSEX,28277
2010,Slovakia,RES,FEMALE,551
2010,Slovakia,RES,BOTHSEX,1471
2015,Slovakia,CAR,FEMALE,11838
2015,Slovakia,CAN,BOTHSEX,14255
2015,Slovakia,RES,BOTHSEX,1315
2015,Slovakia,CAR,MALE,10078
2015,Slovakia,DIA,FEMALE,518
2015,Slovakia,CAR,BOTHSEX,21916
2015,Slovakia,RES,MALE,832
2015,Slovakia,DIA,MALE,415
2015,Slovakia,CAN,MALE,8087
2015,Slovakia,CAN,FEMALE,6168
2015,Slovakia,RES,FEMALE,483
2015,Slovakia,DIA,BOTHSEX,932
2019,Slovakia,CAN,MALE,9060
2019,Slovakia,CAR,BOTHSEX,16823
2019,Slovakia,DIA,MALE,446
2019,Slovakia,DIA,FEMALE,500
2019,Slovakia,CAR,FEMALE,8245
2019,Slovakia,CAN,FEMALE,6426
2019,Slovakia,RES,MALE,908
2019,Slovakia,CAR,MALE,8578
2019,Slovakia,DIA,BOTHSEX,946
2019,Slovakia,CAN,BOTHSEX,15486
2019,Slovakia,RES,BOTHSEX,1366
2019,Slovakia,RES,FEMALE,458
2000,Slovenia,DIA,MALE,178
2000,Slovenia,RES,FEMALE,285
2000,Slovenia,CAN,FEMALE,2154
2000,Slovenia,DIA,FEMALE,330
2000,Slovenia,RES,BOTHSEX,805
2000,Slovenia,DIA,BOTHSEX,508
2000,Slovenia,CAR,MALE,3470
2000,Slovenia,CAN,MALE,2772
2000,Slovenia,RES,MALE,519
2000,Slovenia,CAN,BOTHSEX,4926
2000,Slovenia,CAR,BOTHSEX,7749
2000,Slovenia,CAR,FEMALE,4279
2005,Slovenia,CAR,BOTHSEX,7679
2005,Slovenia,CAN,FEMALE,2364
2005,Slovenia,DIA,FEMALE,316
2005,Slovenia,DIA,BOTHSEX,531
2005,Slovenia,CAR,MALE,3308
2005,Slovenia,RES,FEMALE,303
2005,Slovenia,RES,BOTHSEX,771
2005,Slovenia,CAN,MALE,2896
2005,Slovenia,RES,MALE,468
2005,Slovenia,CAN,BOTHSEX,5260
2005,Slovenia,CAR,FEMALE,4371
2005,Slovenia,DIA,MALE,215
2010,Slovenia,CAN,FEMALE,2642
2010,Slovenia,RES,MALE,394
2010,Slovenia,DIA,MALE,119
2010,Slovenia,DIA,FEMALE,140
2010,Slovenia,CAR,FEMALE,4238
2010,Slovenia,CAR,BOTHSEX,7297
2010,Slovenia,RES,FEMALE,281
2010,Slovenia,CAN,BOTHSEX,5935
2010,Slovenia,RES,BOTHSEX,675
2010,Slovenia,DIA,BOTHSEX,259
2010,Slovenia,CAN,MALE,3293
2010,Slovenia,CAR,MALE,3059
2015,Slovenia,RES,MALE,393
2015,Slovenia,DIA,BOTHSEX,336
2015,Slovenia,RES,BOTHSEX,725
2015,Slovenia,RES,FEMALE,333
2015,Slovenia,CAR,FEMALE,4792
2015,Slovenia,CAR,MALE,3207
2015,Slovenia,CAR,BOTHSEX,7999
2015,Slovenia,CAN,MALE,3570
2015,Slovenia,DIA,MALE,164
2015,Slovenia,CAN,FEMALE,2767
2015,Slovenia,CAN,BOTHSEX,6336
2015,Slovenia,DIA,FEMALE,171
2019,Slovenia,CAR,FEMALE,4762
2019,Slovenia,CAN,FEMALE,2816
2019,Slovenia,RES,FEMALE,396
2019,Slovenia,CAN,MALE,3632
2019,Slovenia,CAR,MALE,3210
2019,Slovenia,CAR,BOTHSEX,7972
2019,Slovenia,CAN,BOTHSEX,6448
2019,Slovenia,RES,BOTHSEX,825
2019,Slovenia,DIA,BOTHSEX,390
2019,Slovenia,RES,MALE,429
2019,Slovenia,DIA,MALE,185
2019,Slovenia,DIA,FEMALE,205
